pydi_id,player_name,positions_position,clubs_club,nationality,matches_played_3s,minutes_played_3s,goals_3s,assists_3s,penalty_goals_3s,tackles_won_percentage_3s,goals_per_shot_3s,pass_completion_percentage_3s,save_percentage_3s,clean_sheet_percentage_3s,penalty_save_percentage_3s
left_005337,Nico Schlotterbeck,DF,Dortmund,GER,63,5291,6,6,0,65.65,0.13,87.7,0,0,0
left_005338,Nico Williams,FW,Athletic Club,ESP,70,5172,12,16,1,47.69,0.1,68.51,0,0,0
left_005339,Nicola Bagnolini,GK,Bologna,ITA,1,5,0,0,0,0,0,66.67,100,0,0
left_005340,Nicola Leali,GK,Genoa,ITA,8,626,0,0,0,0,0,58.9,66.67,12.5,0
left_005341,Nicola Murru,DF,Sampdoria,ITA,20,784,0,0,0,58.33,0,76.74,0,0,0
left_005342,Nicola Ravaglia,GK,Sampdoria,ITA,9,810,0,0,0,0,0,65.54,64.06,0,0
left_005343,Nicola Sansone,"FW,MF, FW","Bologna, Lecce",ITA,43,1507,6,4,0,43.48,0.13,74.34,0,0,0
left_005344,Nicola Zalewski,"DF, DF,FW","Roma, Atalanta",POL,59,3412,3,3,0,62.32,0.06,74.21,0,0,0
left_005345,Nicolae Stanciu,"MF,FW",Genoa,ROU,3,172,0,0,0,66.67,0,68.18,0,0,0
left_005346,Nicolai Rapp,"MF,DF, DF",Werder Bremen,GER,9,147,0,0,0,50,0,79.8,0,0,0
left_005347,Nicolai Remberg,MF,Hamburger SV,GER,5,450,0,0,0,54.55,0,87.56,0,0,0
left_005348,Nicolas Cozza,DF,"Montpellier, Nantes, Wolfsburg",FRA,46,2984,2,1,0,63.64,0.14,73.28,0,0,0
left_005349,Nicolas Fonseca,MF,León,URU,16,1198,0,0,0,50,0,88.03,0,0,0
left_005350,Nicolas Haas,MF,Empoli,SUI,25,1246,1,1,0,50,0.11,76.09,0,0,0
left_005351,Nicolas Höfler,MF,Freiburg,GER,62,5174,1,2,0,58.14,0.03,84.09,0,0,0
left_005352,Nicolas Isimat-Mirin,DF,Vitesse,FRA,43,3321,1,2,0,60,0.07,82.65,0,0,0
left_005353,Nicolas Jackson,FW,"Bayern Munich, Villarreal, Chelsea",SEN,64,4516,26,9,0,68.57,0.21,77.04,0,0,0
left_005354,Nicolas Janvier,MF,Vitória,FRA,19,631,1,0,0,68.75,0.06,77.86,0,0,0
left_005355,Nicolas Madsen,MF,Westerlo,DEN,61,4782,15,5,9,63.08,0.27,78.08,0,0,0
left_005356,Nicolas Pallois,DF,Nantes,FRA,49,3802,1,1,0,61.17,0.08,82.11,0,0,0
left_005357,Nicolas Pépé,"FW,MF","Villarreal, Nice",CIV,25,1986,8,1,3,58.82,0.12,80.19,0,0,0
left_005358,Nicolas Raskin,MF,Standard Liège,BEL,17,1365,1,3,0,58.49,0.09,82.2,0,0,0
left_005359,Nicolas Rommens,MF,Zulte Waregem,BEL,31,2398,2,4,0,61.54,0.1,75.68,0,0,0
left_005360,Nicolas Seiwald,MF,RB Leipzig,AUT,26,1099,0,2,0,56.1,0,82.85,0,0,0
left_005361,Nicolas Viola,"MF,FW",Cagliari,ITA,26,1207,5,2,0,69.23,0.14,63.36,0,0,0
left_005362,Nicolas-Gerrit Kühn,FW,Como,GER,5,212,0,0,0,100,0,67.69,0,0,0
left_005363,Nicolás Benedetti,"MF,FW, FW,MF",Mazatlán,COL,57,3913,13,11,2,64.81,0.15,71.39,0,0,0
left_005364,Nicolás Capaldo,MF,Hamburger SV,ARG,4,213,0,0,0,33.33,0,73.77,0,0,0
left_005365,Nicolás Castro,"MF,FW",Genk,ARG,23,585,0,1,0,86.67,0,79.28,0,0,0
left_005366,Nicolás Cordero,FW,Querétaro,ARG,19,677,1,1,0,44.44,0.06,63.31,0,0,0
left_005367,Nicolás Domínguez,"MF,FW, MF","""Nottham Forest"", Bologna",ARG,60,3942,5,4,0,57.24,0.08,83.7,0,0,0
left_005368,Nicolás Díaz Huincales,DF,Tijuana,CHI,68,5776,0,2,0,59.3,0,78.97,0,0,0
left_005369,Nicolás Ezequiel Fernández,"MF,DF",Elche,ARG,18,514,0,1,0,52.17,0,74.17,0,0,0
left_005370,Nicolás Freire,DF,UNAM,ARG,32,2862,2,1,0,51.85,0.17,80.04,0,0,0
left_005371,Nicolás Gaitán,"FW,MF",Paços de Ferreira,ARG,27,1794,3,3,0,60,0.08,65.51,0,0,0
left_005372,Nicolás González,"MF,DF, FW,MF, MF, FW","Atlético Madrid, Manchester City, Valencia, Fiorentina, Porto, Juventus",ARG,132,8383,27,8,3,61.88,0.12,82.38,0,0,0
left_005373,Nicolás Ibáñez,FW,"UANL, Pachuca",ARG,95,5645,33,7,5,59.26,0.16,73.26,0,0,0
left_005374,Nicolás López,"FW,MF, FW","León, UANL",URU,49,2025,7,4,1,62.96,0.07,71.82,0,0,0
left_005375,Nicolás Otamendi,DF,Benfica,ARG,93,8231,9,3,0,67.65,0.1,89.69,0,0,0
left_005376,Nicolás Paz,"MF,FW, MF","Como, Real Madrid",ARG,9,460,3,3,0,64.29,0.15,74.89,0,0,0
left_005377,Nicolás Serrano,"FW,MF, FW","Zwolle, Athletic Club",ESP,12,203,0,1,0,100,0,66.36,0,0,0
left_005378,Nicolás Tagliafico,DF,Lyon,ARG,63,5349,4,5,0,60,0.1,84.43,0,0,0
left_005379,Nicolás Vikonis,GK,Mazatlán,URU,22,1935,0,0,0,0,0,71.83,67.52,13.64,33.33
left_005380,Nicolò Barella,MF,Inter,ITA,77,5847,8,10,0,57.28,0.1,83.32,0,0,0
left_005381,Nicolò Bertola,DF,Udinese,ITA,3,209,0,0,0,100,0,82.31,0,0,0
left_005382,Nicolò Cambiaghi,"FW,MF, FW","Empoli, Bologna",ITA,70,4146,7,3,0,76.19,0.06,71.67,0,0,0
left_005383,Nicolò Casale,DF,"Lazio, Bologna",ITA,50,4041,1,1,0,50.88,0.07,91.66,0,0,0
left_005384,Nicolò Cocetta,DF,Udinese,ITA,1,32,0,0,0,0,0,91.67,0,0,0
left_005385,Nicolò Fagioli,MF,"Juventus, Fiorentina",ITA,38,2185,3,5,0,64.86,0.14,84.5,0,0,0
left_005386,Nicolò Rovella,MF,"Lazio, Juventus, Monza",ITA,55,3285,1,5,0,64.21,0.03,88.19,0,0,0
left_005387,Nicolò Savona,DF,"""Nottham Forest""",ITA,1,54,0,0,0,100,0,76.92,0,0,0
left_005388,Nicolò Zaniolo,"MF,FW, FW,MF, FW","Roma, Aston Villa, Udinese",ITA,41,1866,3,0,0,53.85,0.05,65.72,0,0,0
left_005389,Niels Nkounkou,"MF, DF,MF","Torino, Eint Frankfurt",FRA,30,1378,3,2,0,56.36,0.14,72.3,0,0,0
left_005390,Nigel Thomas,"FW,MF","Nacional, Paços de Ferreira",NED,43,2656,5,1,0,45.83,0.09,64.48,0,0,0
left_005391,Nikita Contini Baranovsky,GK,Napoli,ITA,1,17,0,0,0,0,0,100,0,100,0
left_005392,Niklas Dorsch,MF,"Augsburg, Heidenheim",GER,36,2165,0,0,0,60.32,0,84.7,0,0,0
left_005393,Niklas Pyyhtiä,MF,Bologna,FIN,6,110,0,1,0,0,0,77.36,0,0,0
left_005394,Niklas Schmidt,MF,"Werder Bremen, Toulouse",GER,46,2356,4,1,0,50.82,0.1,78.07,0,0,0
left_005395,Niklas Stark,DF,Werder Bremen,GER,46,3304,2,0,0,61.9,0.29,82.13,0,0,0
left_005396,Niklas Süle,DF,Dortmund,GER,52,3632,3,3,0,67.44,0.08,91.72,0,0,0
left_005397,Niklas Tauer,"DF,MF",Mainz 05,GER,3,93,0,0,0,50,0,89.29,0,0,0
left_005398,Niklas Vesterlund,"DF, DF,FW",Utrecht,DEN,17,910,1,2,0,60,0.25,78.52,0,0,0
left_005399,Niklo Dailly,"MF,DF",RWDM,BEL,11,327,0,0,0,100,0,72.57,0,0,0
left_005400,Niko Gießelmann,DF,Union Berlin,GER,26,1302,0,2,0,52.38,0,66.67,0,0,0
left_005401,Nikola Dovedan,"MF,FW",Heidenheim,AUT,21,656,3,1,0,64.29,0.21,61.27,0,0,0
left_005402,Nikola Krstović,FW,"Atalanta, Lecce",MNE,40,2675,9,4,1,36.84,0.08,69.71,0,0,0
left_005403,Nikola Milenković,DF,"""Nottham Forest"", Fiorentina",SRB,67,5187,2,1,0,56.63,0.06,85.78,0,0,0
left_005404,Nikola Moro,MF,Bologna,CRO,52,2291,2,5,0,65,0.06,80.66,0,0,0
left_005405,Nikola Sekulov,FW,Juventus,ITA,1,11,0,0,0,0,0,50,0,0,0
left_005406,Nikola Soldo,DF,Köln,CRO,7,593,0,0,0,60,0,77.59,0,0,0
left_005407,Nikola Storm,"MF,FW, FW,MF",Mechelen,BEL,69,4935,9,9,0,69.05,0.06,73.05,0,0,0
left_005408,Nikola Vasilj,GK,St. Pauli,BIH,5,450,0,0,0,0,0,79.71,61.54,20,100
left_005409,Nikola Vlašić,"MF,FW, FW,MF",Torino,CRO,72,5731,8,8,0,60.94,0.08,80.28,0,0,0
left_005410,Nikola Štulić,"FW,MF, FW","Charleroi, Lecce",SRB,45,2468,10,0,0,50,0.16,73.08,0,0,0
left_005411,Nikolai Baden Frederiksen,FW,Vitesse,DEN,13,525,2,0,0,50,0.08,65.98,0,0,0
left_005412,Nikolai Hopland,DF,Heerenveen,NOR,29,2464,2,0,0,53.85,0.11,89.68,0,0,0
left_005413,Nikolas Agrafiotis,"FW,MF, FW",Excelsior,NED,35,1322,7,2,0,68.42,0.16,59.72,0,0,0
left_005414,Nikolas Dyhr,DF,Kortrijk,DEN,1,12,0,0,0,0,0,50,0,0,0
left_005415,Nikolas Nartey,"DF,MF",Stuttgart,DEN,12,496,0,0,0,64.29,0,79.73,0,0,0
left_005416,Nikolas Sattlberger,MF,Genk,AUT,21,1120,1,1,0,51.72,0.11,87.56,0,0,0
left_005417,Nikolas Veratschnig,"DF,MF",Mainz 05,AUT,3,46,0,0,0,100,0,62.86,0,0,0
left_005418,Nils De Wilde,MF,Cercle Brugge,BEL,25,837,0,1,0,42.86,0,63.25,0,0,0
left_005419,Nils Petersen,FW,Freiburg,GER,27,277,1,0,0,66.67,0.11,44.59,0,0,0
left_005420,Nils Rossen,"MF,FW",NEC Nijmegen,NED,3,31,0,0,0,0,0,95.24,0,0,0
left_005421,Nilson Angulo,"FW,DF, FW,MF, DF,FW",Anderlecht,ECU,33,536,2,3,0,56.25,0.15,78.9,0,0,0
left_005422,Nilton Varela,"DF,MF",Estrela,POR,40,2763,0,2,0,68.33,0,62.94,0,0,0
left_005423,Nino Galović,DF,Arouca,CRO,38,2834,0,2,0,69.57,0,89.2,0,0,0
left_005424,Nito Gomes,MF,Marítimo,GNB,2,71,0,0,0,100,0,84,0,0,0
left_005425,Njegoš Petrović,"MF,FW",Granada,SRB,10,157,0,0,0,40,0,82.72,0,0,0
left_005426,Nkanyiso Shinga,"DF,MF",Estrela,RSA,10,516,0,0,0,91.67,0,74.6,0,0,0
left_005427,Nnamdi Collins,DF,Eint Frankfurt,GER,7,505,0,0,0,60,0,83.51,0,0,0
left_005428,Noa Lang,"FW,MF, MF, FW","PSV Eindhoven, Club Brugge, Napoli",NED,71,4373,23,16,3,66,0.17,74.73,0,0,0
left_005429,Noah Adedeji,"MF,FW, FW,MF",Genk,BEL,26,544,3,3,0,50,0.16,81.71,0,0,0
left_005430,Noah Atubolu,GK,Freiburg,GER,39,3510,0,0,0,0,0,70.2,61.67,28.21,50
left_005431,Noah Cadiou,MF,Lorient,GLP,3,44,0,0,0,33.33,0,77.78,0,0,0
left_005432,Noah De Ridder,DF,Gent,BEL,1,1,0,0,0,0,0,66.67,0,0,0
left_005433,Noah Dodeigne,"DF,FW",Standard Liège,BEL,2,40,0,0,0,0,0,78.95,0,0,0
left_005434,Noah Edjouma,"FW,MF",Toulouse,FRA,5,175,0,0,0,66.67,0,68.75,0,0,0
left_005435,Noah Fadiga,"DF,MF, DF, DF,FW","Gent, Brest",SEN,51,2563,5,1,0,69.81,0.15,79.04,0,0,0
left_005436,Noah Holm,"FW,MF",Reims,NOR,8,194,0,0,0,66.67,0,61.36,0,0,0
left_005437,Noah Joel Sarenren Bazee,"MF,FW",Augsburg,NGA,2,20,0,0,0,0,0,50,0,0,0
left_005438,Noah Loosli,DF,Bochum,SUI,10,346,0,0,0,70,0,63.78,0,0,0
left_005439,Noah Mbamba,MF,"Club Brugge, Dender, Leverkusen",BEL,12,290,0,1,0,41.67,0,84.75,0,0,0
left_005440,Noah Naujoks,"MF,FW, FW,MF","Excelsior, Feyenoord",NED,35,1464,0,1,0,52.78,0,63.49,0,0,0
left_005441,Noah Ohio,FW,"Standard Liège, Utrecht",NED,58,1916,10,3,1,54.55,0.15,71.62,0,0,0
left_005442,Noah Okafor,"FW,MF, FW","Milan, Leeds United",SUI,32,1115,7,2,0,81.82,0.26,64.4,0,0,0
left_005443,Noah Sadiki,"MF, DF,MF","Sunderland, Anderlecht, Union SG",COD,74,4506,1,4,0,57.69,0.03,84.7,0,0,0
left_005444,Noah Serwy,"MF,FW",Seraing,BEL,2,11,0,0,0,0,0,100,0,0,0
left_005445,Noah Solheid,DF,Seraing,BEL,3,228,0,0,0,100,0,78.87,0,0,0
left_005446,Noah Weißhaupt,"MF,DF, DF,FW",Freiburg,GER,42,1186,1,3,0,50,0.2,71.3,0,0,0
left_005447,Noahkai Banks,"DF,MF",Augsburg,USA,2,33,0,0,0,33.33,0,88.46,0,0,0
left_005448,Noam Emeran,"DF,MF",Groningen,FRA,4,87,1,0,0,100,1,52.38,0,0,0
left_005449,Noam Mayoka-Tika,MF,"Marseille, Charleroi",BEL,2,10,0,0,0,0,0,66.67,0,0,0
left_005450,Nolan Mbemba,MF,Le Havre,CGO,6,22,1,0,0,50,0.5,82.35,0,0,0
left_005451,Noni Madueke,"FW,MF, FW","PSV Eindhoven, Chelsea, Arsenal",ENG,45,2279,7,2,1,55.81,0.11,78.73,0,0,0
left_005452,Nonoca,MF,Portimonense,BRA,41,2487,1,1,0,68.42,0.04,84.65,0,0,0
left_005453,Norbert Alblas,GK,Excelsior,NED,1,28,0,0,0,0,0,60,100,0,0
left_005454,Norbert Gyömbér,DF,Salernitana,SVK,49,3500,0,1,0,60.29,0,83.73,0,0,0
left_005455,Nordan Mukiele,MF,Rennes,FRA,1,29,0,0,0,0,0,83.33,0,0,0
left_005456,Nordi Mukiele,DF,"Paris S-G, Sunderland",FRA,39,2293,0,3,0,74.07,0,84.22,0,0,0
left_005457,Nordin Bakker,GK,Almere City,NED,63,5646,0,0,0,100,0,48.16,66.86,25.4,25
left_005458,Nordin Jackers,GK,Club Brugge,BEL,4,292,0,0,0,100,0,76.81,73.33,25,
left_005459,Nordin Musampa,DF,Groningen,NED,8,502,0,1,0,76.47,0,73.06,0,0,0
left_005460,Nordine Kandil,"MF,FW",Strasbourg,FRA,7,101,0,1,0,66.67,0,72.13,0,0,0
left_005461,Norman Bassette,"FW,MF",Mechelen,BEL,15,576,3,0,0,50,0.15,55.34,0,0,0
left_005462,Norman Theuerkauf,"MF,DF",Heidenheim,GER,25,1259,0,1,0,66.67,0,78.31,0,0,0
left_005463,Nouha Dicko,FW,Paris FC,MLI,4,42,1,1,0,0,0.33,62.5,0,0,0
left_005464,Noussair Mazraoui,DF,"Manchester Utd, Bayern Munich",MAR,41,2403,1,7,0,68.12,0.05,86.27,0,0,0
left_005465,Novatus Dismas,"DF,MF",Zulte Waregem,TAN,31,2320,0,2,0,64.79,0,69.49,0,0,0
left_005466,Noë Dussenne,DF,Standard Liège,BEL,29,2423,5,2,2,76.79,0.26,79.96,0,0,0
left_005467,Nuha Jatta,FW,RB Leipzig,GAM,1,1,0,0,0,0,0,0,0,0,0
left_005468,Nuno Felix,MF,Benfica,POR,2,17,0,0,0,0,0,88.89,0,0,0
left_005469,Nuno Gonçalo Moreira,"FW,MF","Vizela, Casa Pia",POR,80,5307,9,9,0,64.37,0.07,70.62,0,0,0
left_005470,Nuno Lima,DF,Paços de Ferreira,POR,28,2445,1,0,0,65.38,0.11,85.13,0,0,0
left_005471,Nuno Matos,DF,Braga,POR,1,13,0,0,0,0,0,33.33,0,0,0
left_005472,Nuno Mendes,DF,Paris S-G,POR,34,2091,2,8,0,72.73,0.12,85.33,0,0,0
left_005473,Nuno Namora,"DF,MF",Rio Ave,POR,4,30,0,0,0,0,0,75,0,0,0
left_005474,Nuno Santos,"MF,DF, FW,MF, DF,MF","Vitória, Sporting CP",POR,129,7550,17,23,0,60.47,0.09,76.89,0,0,0
left_005475,Nuno Sequeira,DF,Braga,POR,27,2060,1,2,0,58.33,0.09,74.81,0,0,0
left_005476,Nuno Tavares,"DF,MF, DF","Marseille, Lazio, ""Nottham Forest""",POR,44,3093,6,0,0,56.94,0.08,76.98,0,0,0
left_005477,Nuno da Costa,"FW,MF",Auxerre,CPV,33,2003,5,4,0,51.11,0.13,68.5,0,0,0
left_005478,Nunzio Engwanda,DF,Anderlecht,BEL,2,63,0,0,0,100,0,76.74,0,0,0
left_005479,Nwankwo Obiora,MF,Chaves,NGA,12,620,1,0,0,66.67,0.2,83.93,0,0,0
left_005480,Né lopes,DF,Gil Vicente FC,POR,10,708,0,0,0,83.33,0,91.47,0,0,0
left_005481,Nélson Monte,DF,Chaves,POR,31,2583,0,0,0,67.65,0,78.98,0,0,0
left_005482,Nélson Oliveira,FW,Vitória,POR,46,2380,5,6,0,71.43,0.08,75.26,0,0,0
left_005483,Nélson Semedo,"DF,MF, DF",Wolves,POR,72,5716,0,2,0,60,0,80.2,0,0,0
left_005484,Néstor Araujo,DF,América,MEX,45,3541,0,3,0,71.7,0,84.8,0,0,0
left_005485,Néstor Vidrio,DF,Mazatlán,MEX,31,2572,0,0,0,54.55,0,82.54,0,0,0
left_005486,Nökkvi Þórisson,"FW,MF","""Sparta Rdam""",ISL,12,136,2,0,0,0,0.29,69.05,0,0,0
left_005487,Núrio Fortuna,"MF,DF, DF,MF, DF",Gent,ANG,27,1378,1,0,0,70.27,0.08,73.35,0,0,0
left_005488,Obed Nkambadio,GK,Paris FC,FRA,6,540,0,0,0,0,0,80.89,59.26,16.67,0
left_005489,Obite N'Dicka,DF,"Roma, Eint Frankfurt",CIV,60,5290,1,3,0,61.02,0.04,88.21,0,0,0
left_005490,Oday Dabbagh,FW,"Arouca, Charleroi",PLE,50,2869,12,1,0,73.68,0.19,76.78,0,0,0
left_005491,Odeluga Offiah,DF,Brighton,ENG,6,153,0,0,0,50,0,79.09,0,0,0
left_005492,Odilon Kossounou,DF,"Leverkusen, Atalanta",CIV,50,3607,1,1,0,67.24,0.12,86.93,0,0,0
left_005493,Odsonne Édouard,"FW,MF, FW","Crystal Palace, Lens",FRA,69,3508,12,2,0,52.94,0.13,71.93,0,0,0
left_005494,Odysseas Vlachodimos,GK,"""Nottham Forest"", Sevilla, Benfica",GRE,43,3867,0,0,0,0,0,82.54,67.54,51.16,0
left_005495,Odysseus Velanas,"MF,FW, FW,MF",Zwolle,NED,60,3508,6,7,0,66.67,0.09,70.83,0,0,0
left_005496,Ofosu Boakye,FW,Go Ahead Eag,0,1,4,0,0,0,100,0,0,0,0,0
left_005497,Oh Hyeon-gyu,FW,Genk,KOR,27,436,7,1,3,66.67,0.26,65.94,0,0,0
left_005498,Ohis Felix Uduokhai,DF,Augsburg,GER,52,4371,2,1,0,61.19,0.12,79.72,0,0,0
left_005499,Oier Luengo,DF,Oviedo,ESP,2,135,0,0,0,80,0,84,0,0,0
left_005500,Oier Zarraga,MF,"Udinese, Athletic Club",ESP,45,1427,2,0,0,72.22,0.08,79.06,0,0,0
left_005501,Oihan Sancet,MF,Athletic Club,ESP,72,4940,15,7,3,60,0.14,80.7,0,0,0
left_005502,Ola Aina,DF,"Torino, ""Nottham Forest""",NGA,44,2838,2,2,0,67.14,0.1,75.27,0,0,0
left_005503,Ola Solbakken,"MF,FW, FW",Roma,NOR,15,525,1,2,0,100,0.11,70.66,0,0,0
left_005504,Oladapo Afolayan,"FW,MF",St. Pauli,ENG,4,46,0,0,0,0,0,53.33,0,0,0
left_005505,Olasagasti,"MF, MF,DF","Levante, Real Sociedad",ESP,22,626,0,0,0,75,0,78.37,0,0,0
left_005506,Ole Pohlmann,"MF,FW, MF","Rio Ave, Dortmund",GER,30,1648,1,2,0,52.17,0.05,73.93,0,0,0
left_005507,Ole Romeny,"FW,MF, FW","Emmen, Utrecht",IDN,61,3741,14,1,0,58.82,0.2,75.06,0,0,0
left_005508,Oleksandr Drambaiev,"DF,MF",Zulte Waregem,UKR,22,1235,1,1,0,70,0.25,71.89,0,0,0
left_005509,Oleksandr Filin,DF,Eupen,RUS,21,1598,0,0,0,67.65,0,78.23,0,0,0
left_005510,Oleksandr Zinchenko,DF,"""Nottham Forest"", Arsenal",UKR,56,4020,2,4,0,53.12,0.04,87.26,0,0,0
left_005511,Oleksii Sych,DF,Kortrijk,UKR,14,1202,1,1,0,72.41,0.11,71.45,0,0,0
left_005512,Oliver Abildgaard,MF,Hellas Verona,DEN,13,592,0,0,0,60,0,58.97,0,0,0
left_005513,Oliver Antman,"FW,MF","Go Ahead Eag, Groningen",FIN,43,3080,8,16,0,67.57,0.12,78.39,0,0,0
left_005514,Oliver Arblaster,MF,Sheffield Utd,ENG,12,943,0,0,0,60.87,0,79.59,0,0,0
left_005515,Oliver Baumann,GK,Hoffenheim,GER,74,6660,0,1,0,100,0,74.94,66.08,9.46,33.33
left_005516,Oliver Braude,DF,Heerenveen,NOR,61,4723,0,4,0,68.36,0,77.84,0,0,0
left_005517,Oliver Burke,"MF,FW, FW,MF, FW","Union Berlin, Werder Bremen",SCO,21,546,5,0,0,33.33,0.31,66.91,0,0,0
left_005518,Oliver Christensen,GK,"Hertha BSC, Fiorentina",DEN,37,3330,0,0,0,0,0,65.55,57.14,8.11,12.5
left_005519,Oliver Edvardsen,"FW,MF, FW","Go Ahead Eag, Ajax",NOR,86,5555,26,5,0,55.95,0.18,69.59,0,0,0
left_005520,Oliver Jensen,MF,Parma,DEN,5,298,0,0,0,40,0,77.65,0,0,0
left_005521,Oliver McBurnie,FW,Sheffield Utd,SCO,21,1280,6,3,2,41.18,0.19,59.31,0,0,0
left_005522,Oliver Nielsen,DF,Lazio,DEN,3,187,0,0,0,0,0,91.45,0,0,0
left_005523,Oliver Norwood,MF,Sheffield Utd,NIR,27,1440,1,0,1,63.41,0.07,69.59,0,0,0
left_005524,Oliver Skipp,"MF, MF,DF",Tottenham,ENG,44,2198,1,0,0,55.77,0.09,87.53,0,0,0
left_005525,Oliver Sonne,"DF,FW",Burnley,PER,3,104,0,0,0,100,0,65.52,0,0,0
left_005526,Oliver Zandén,"DF,MF",Toulouse,SWE,5,146,0,0,0,50,0,66.2,0,0,0
left_005527,Olivier Aertssen,DF,Zwolle,NED,20,1116,1,0,0,68.97,0.17,77.27,0,0,0
left_005528,Olivier Boscagli,DF,PSV Eindhoven,FRA,70,5613,5,10,0,63.64,0.12,87.08,0,0,0
left_005529,Olivier Deman,"DF,MF, DF","Werder Bremen, Cercle Brugge, Antwerp",BEL,74,5075,3,5,0,59.76,0.05,66.41,0,0,0
left_005530,Olivier Dumont,"MF,FW, MF",Sint-Truiden,BEL,33,889,2,0,0,54.17,0.13,80.58,0,0,0
left_005531,Olivier Giroud,FW,"Milan, Lille",FRA,73,4939,30,13,7,67.86,0.19,65.56,0,0,0
left_005532,Olivier de Nijs,"MF,FW",Almere City,NED,2,31,0,0,0,50,0,66.67,0,0,0
left_005533,Ollie Watkins,FW,Aston Villa,ENG,80,6876,35,19,1,62.86,0.18,72.41,0,0,0
left_005534,Omar Alderete,DF,"Getafe, Sunderland",PAR,62,4730,2,3,0,60.27,0.04,64.39,0,0,0
left_005535,Omar Campos,DF,"Cruz Azul, Santos",MEX,58,4757,1,3,0,61.54,0.03,75.31,0,0,0
left_005536,Omar Colley,DF,Sampdoria,GAM,16,1384,1,0,0,58.82,0.17,86.13,0,0,0
left_005537,Omar El Hilali,"DF,MF, DF",Espanyol,MAR,12,693,0,1,0,80,0,77.25,0,0,0
left_005538,Omar Falah,"DF,MF",Oviedo,ESP,1,14,0,0,0,0,0,88.89,0,0,0
left_005539,Omar Fayed,DF,Beerschot,EGY,11,740,0,1,0,68,0,82.46,0,0,0
left_005540,Omar Fernández Frasica,"MF,FW","Puebla, León",COL,39,1954,5,3,0,75,0.25,84.53,0,0,0
left_005541,Omar Govea,MF,"Monterrey, Guadalajara",MEX,57,2392,0,6,0,62.22,0,88.26,0,0,0
left_005542,Omar Israel Mendoza,"DF,MF, DF",Querétaro,MEX,79,5965,0,5,0,59.7,0,71.69,0,0,0
left_005543,Omar Marmoush,"FW,MF, FW","Manchester City, Eint Frankfurt, Wolfsburg",EGY,65,3926,17,8,2,60,0.13,68.92,0,0,0
left_005544,Omar Mascarell,"MF, MF,DF","Elche, Mallorca",EQG,60,4173,0,1,0,48.91,0,84.51,0,0,0
left_005545,Omar Moreno,"MF,FW, FW,MF, FW,DF",Mazatlán,MEX,24,694,2,0,0,81.25,0.1,66.03,0,0,0
left_005546,Omar Rekik,"DF,MF","""Sparta Rdam""",TUN,6,33,0,0,0,0,0,90.91,0,0,0
left_005547,Omar Richards,DF,Rio Ave,ENG,26,1989,0,1,0,61.54,0,81.03,0,0,0
left_005548,Omar Traoré,DF,Heidenheim,GER,36,2786,0,3,0,53.97,0,71.25,0,0,0
left_005549,Omari Forson,FW,Manchester Utd,ENG,4,70,0,1,0,0,0,90.91,0,0,0
left_005550,Omari Hutchinson,"FW,MF, FW","""Nottham Forest"", Chelsea",ENG,4,53,0,0,0,100,0,66.67,0,0,0
left_005551,Omari Kellyman,FW,Aston Villa,ENG,2,37,0,0,0,0,0,85.71,0,0,0
left_005552,Omenuke Mfulu,"MF,FW",Las Palmas,COD,5,82,0,0,0,75,0,88.33,0,0,0
left_005553,Omri Gandelman,"MF,FW, MF",Gent,ISR,46,2304,10,6,0,63.83,0.19,67.35,0,0,0
left_005554,Ondrej Duda,MF,"Hellas Verona, Köln",SVK,60,4206,1,4,0,67.78,0.02,74.8,0,0,0
left_005555,Ondřej Lingr,"MF,FW",Feyenoord,CZE,20,340,3,1,0,25,0.14,78.95,0,0,0
left_005556,Orel Mangala,MF,"Lyon, ""Nottham Forest""",BEL,55,3511,4,1,0,60,0.17,84.58,0,0,0
left_005557,Orest Lebedenko,DF,Vizela,UKR,23,1448,2,1,0,57.14,0.12,75.79,0,0,0
left_005558,Oriol Busquets,MF,Arouca,ESP,42,1596,0,0,0,63.33,0,87.06,0,0,0
left_005559,Oriol Rey,MF,Levante,ESP,7,549,0,0,0,58.33,0,82.06,0,0,0
left_005560,Oriol Romeu,MF,"Southampton, Girona, Barcelona",ESP,62,3960,2,1,0,55.24,0.06,87.33,0,0,0
left_005561,Orkun Kökçü,MF,"Benfica, Feyenoord",TUR,92,7115,22,17,5,60.36,0.12,81.83,0,0,0
left_005562,Orri Steinn Óskarsson,FW,Real Sociedad,ISL,3,113,1,0,0,50,0.33,50,0,0,0
left_005563,Orseer Achihi,FW,Antwerp,NGA,1,28,0,0,0,0,0,62.5,0,0,0
left_005564,Ortwin De Wolf,GK,Mechelen,BEL,30,2700,0,0,0,0,0,77.34,74.65,30,0
left_005565,Osama Rashid,"MF,FW",Vizela,IRQ,25,406,1,0,0,0,0.09,77.27,0,0,0
left_005566,Osame Sahraoui,"FW,MF, FW","Heerenveen, Lille",MAR,51,3661,10,10,0,63.33,0.1,77.81,0,0,0
left_005567,Osaze Urhoghide,DF,Oostende,NED,27,2118,0,0,0,69.49,0,73.15,0,0,0
left_005568,Oscar Bobb,"FW,MF",Manchester City,NOR,19,589,1,2,0,45.45,0.2,88.36,0,0,0
left_005569,Oscar Cortés,"FW,MF",Lens,COL,4,44,1,1,0,0,1,69.23,0,0,0
