Player,Nation,Squad,Pos,MP_Playing,Min_Playing,Gls,Ast,PK,G_per_Sh_Standard,Cmp_percent_Total,Save_percent,CS_Percent,Save_percent_Penalty,TklW_Percent
Riccardo Pagano,ITA,['Roma'],"['MF,DF']",4,51.0,0,0,0,0.0,86.96,0.0,0.0,0.0,100.0
Riccardo Saponara,ITA,"['Hellas Verona', 'Fiorentina']","['FW,MF', 'FW']",41,1550.0,4,3,0,0.1,71.6,0.0,0.0,0.0,46.15
Riccardo Sottil,ITA,"['Lecce', 'Fiorentina']",['FW'],44,2114.0,2,6,0,0.04,79.06,0.0,0.0,0.0,57.14
Riccieli,BRA,['Famalicão'],['DF'],62,4948.0,1,1,0,0.04,86.3,0.0,0.0,0.0,64.18
Richairo Živković,CUW,['Emmen'],['FW'],32,2407.0,5,0,0,0.1,69.72,0.0,0.0,0.0,73.17
Richard Sánchez,PAR,['América'],['MF'],74,4449.0,6,7,0,0.1,87.92,0.0,0.0,0.0,55.43
Richard van der Venne,NED,['RKC Waalwijk'],"['MF,FW']",17,734.0,4,1,0,0.18,68.36,0.0,0.0,0.0,75.0
Richarlison,BRA,['Tottenham'],"['MF,FW', 'FW']",61,2938.0,15,8,0,0.15,68.06,0.0,0.0,0.0,75.0
Richie Omorowa,SWE,['Excelsior'],['FW'],22,514.0,2,2,0,0.18,66.92,0.0,0.0,0.0,57.14
Richie Sagrado,BEL,['OH Leuven'],"['DF,MF', 'DF']",27,1781.0,2,1,0,0.13,77.27,0.0,0.0,0.0,67.57
Richonell Margaret,SUR,['RKC Waalwijk'],"['FW,MF', 'FW']",58,3351.0,9,8,1,0.14,73.06,0.0,0.0,0.0,49.25
Richy Ledezma,USA,['PSV Eindhoven'],"['MF', 'DF']",32,1848.0,1,1,0,0.06,89.51,0.0,0.0,0.0,68.97
Rick Karsdorp,NED,"['Roma', 'PSV Eindhoven']",['DF'],43,2580.0,0,4,0,0.0,82.02,0.0,0.0,0.0,68.25
Rick Meissen,NED,"[""Sparta R'dam""]",['DF'],45,1692.0,0,0,0,0.0,85.73,0.0,0.0,0.0,54.55
Ricky van Wolfswinkel,NED,['Twente'],"['FW,MF', 'FW']",92,6020.0,33,8,6,0.2,68.56,0.0,0.0,0.0,68.67
Rico Henry,ENG,['Brentford'],['DF'],48,3811.0,0,3,0,0.0,72.78,0.0,0.0,0.0,58.82
Rico Lewis,ENG,['Manchester City'],"['DF,MF', 'DF']",34,1881.0,2,1,0,0.18,91.09,0.0,0.0,0.0,58.62
Ridgeciano Haps,SUR,['Genoa'],['DF'],16,773.0,0,1,0,0.0,72.85,0.0,0.0,0.0,85.71
Ridle Baku,GER,"['RB Leipzig', 'Wolfsburg']","['DF,MF', 'DF', 'DF,FW']",71,5031.0,6,4,0,0.09,77.66,0.0,0.0,0.0,53.47
Ridwane M'Barki,BEL,['Dender'],"['DF,MF']",7,148.0,0,0,0,0.0,59.68,0.0,0.0,0.0,66.67
Riechedly Bazoer,CUW,['AZ Alkmaar'],"['MF', 'MF,DF', 'DF']",47,2766.0,0,1,0,0.0,87.93,0.0,0.0,0.0,86.21
Rihito Yamamoto,JPN,['Sint-Truiden'],"['MF,FW', 'MF']",46,1679.0,0,1,0,0.0,80.5,0.0,0.0,0.0,55.88
Rikelmi,BRA,['RWDM'],"['MF,FW']",8,271.0,0,0,0,0.0,86.11,0.0,0.0,0.0,75.0
Rildo,BRA,"['Portimonense', 'Santa Clara']","['FW,MF']",34,1331.0,3,2,0,0.09,66.8,0.0,0.0,0.0,50.0
Ringo Meerveld,NED,['Willem II'],"['MF,FW']",33,2900.0,4,2,0,0.13,86.54,0.0,0.0,0.0,54.55
Rio Ngumoha,ENG,['Liverpool'],"['FW,MF']",3,12.0,1,0,0,1.0,88.89,0.0,0.0,0.0,100.0
Ritchie De Laet,BEL,['Antwerp'],['DF'],45,3046.0,1,4,0,0.04,80.99,0.0,0.0,0.0,56.36
Ritsu Doan,JPN,"['Freiburg', 'Eint Frankfurt']","['MF,FW', 'FW,MF', 'DF,MF']",68,5079.0,14,9,0,0.13,70.75,0.0,0.0,0.0,50.0
Rivaldo,0,['Farense'],"['DF,MF']",7,451.0,0,1,0,0.0,66.8,0.0,0.0,0.0,60.0
Riyad Idrissi,ITA,['Cagliari'],['DF'],3,38.0,0,0,0,0.0,80.0,0.0,0.0,0.0,0.0
Riyad Mahrez,ALG,['Manchester City'],"['FW,MF']",30,1920.0,5,10,1,0.12,82.16,0.0,0.0,0.0,46.67
Ro-Zangelo Daal,NED,['AZ Alkmaar'],['FW'],3,71.0,0,0,0,0.0,87.1,0.0,0.0,0.0,75.0
Roan Wilson,CRC,['Gil Vicente FC'],"['MF', 'MF,DF']",14,239.0,1,0,0,0.33,92.31,0.0,0.0,0.0,46.15
Rob Holding,ENG,['Arsenal'],['DF'],14,566.0,1,0,0,0.2,86.43,0.0,0.0,0.0,62.5
Rob Nizet,BEL,['Willem II'],['DF'],21,955.0,0,0,0,0.0,80.43,0.0,0.0,0.0,65.52
Rob Schoofs,BEL,['Mechelen'],['MF'],83,7168.0,16,14,0,0.1,79.77,0.0,0.0,0.0,44.36
Robbe Decostere,BEL,['Cercle Brugge'],"['DF,MF', 'DF']",15,779.0,0,0,0,0.0,57.4,0.0,0.0,0.0,44.44
Robbie D'Haese,BEL,['Oostende'],"['MF,DF']",19,1184.0,1,0,0,0.09,68.47,0.0,0.0,0.0,56.25
Robbin Ruiter,NED,['Cambuur'],['GK'],16,1440.0,0,0,0,0.0,66.76,64.65,18.75,0.0,0.0
Robbin Weijenberg,NED,['Go Ahead Eag'],"['MF,DF']",18,310.0,0,0,0,0.0,83.98,0.0,0.0,0.0,64.71
Robert Andrich,GER,['Leverkusen'],"['MF', 'MF,DF']",61,4379.0,6,4,0,0.11,86.9,0.0,0.0,0.0,62.5
Robert Bauer,GER,['Sint-Truiden'],['DF'],24,1891.0,0,1,0,0.0,70.43,0.0,0.0,0.0,64.1
Robert Ergas,URU,['UNAM'],"['DF', 'DF,FW']",56,2981.0,1,6,0,0.04,73.06,0.0,0.0,0.0,66.3
Robert Glatzel,GER,['Hamburger SV'],['FW'],3,36.0,0,0,0,0.0,55.56,0.0,0.0,0.0,0.0
Robert Gumny,POL,['Augsburg'],['DF'],42,2496.0,1,2,0,0.08,65.91,0.0,0.0,0.0,72.5
Robert Lewandowski,POL,['Barcelona'],['FW'],75,5854.0,46,15,4,0.2,73.8,0.0,0.0,0.0,65.38
Robert Morales,PAR,['Toluca'],['FW'],43,1647.0,7,3,0,0.13,72.94,0.0,0.0,0.0,72.22
Robert Mühren,NED,['Volendam'],"['FW,MF', 'FW']",51,3198.0,13,1,0,0.13,64.0,0.0,0.0,0.0,59.26
Robert Skov,DEN,"['Hoffenheim', 'Union Berlin']","['DF', 'DF,FW']",51,2829.0,6,6,2,0.08,71.1,0.0,0.0,0.0,63.46
Robert Sánchez,ESP,"['Brighton', 'Chelsea']",['GK'],45,3957.0,0,0,0,0.0,77.91,64.5,24.44,22.22,0.0
Robert Wagner,GER,['Freiburg'],['MF'],4,38.0,0,0,0,0.0,46.67,0.0,0.0,0.0,0.0
Robert-Jan Vanwesemael,BEL,['Sint-Truiden'],"['MF,DF', 'DF']",37,1856.0,1,1,0,0.17,81.65,0.0,0.0,0.0,68.18
Roberto Alvarado,MEX,['Guadalajara'],"['MF,FW', 'FW,MF']",92,7427.0,23,16,8,0.16,76.42,0.0,0.0,0.0,61.07
Roberto Arroyo,ESP,['Valladolid'],['MF'],1,15.0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.0
Roberto Firmino,BRA,['Liverpool'],"['FW,MF']",25,1213.0,11,4,0,0.28,78.45,0.0,0.0,0.0,70.59
Roberto Férnandez,ESP,"['Espanyol', 'Braga']","['FW,MF', 'FW']",22,950.0,3,2,0,0.12,68.65,0.0,0.0,0.0,16.67
Roberto Gagliardini,ITA,"['Inter', 'Hellas Verona', 'Monza']","['MF', 'MF,DF']",55,3281.0,1,2,0,0.02,88.77,0.0,0.0,0.0,47.5
Roberto González,ESP,"['NEC Nijmegen', 'Betis']","['MF,FW', 'FW,MF']",48,2421.0,8,4,0,0.12,70.2,0.0,0.0,0.0,62.16
Roberto Massimo,GER,['Stuttgart'],"['FW,DF']",5,84.0,0,0,0,0.0,76.92,0.0,0.0,0.0,0.0
Roberto Meraz,MEX,['Mazatlán'],['MF'],59,4241.0,2,2,0,0.06,82.51,0.0,0.0,0.0,69.23
Roberto Navarro,ESP,"['Cádiz', 'Athletic Club', 'Real Sociedad']","['MF,FW', 'FW,MF']",51,2404.0,2,1,0,0.05,72.03,0.0,0.0,0.0,63.46
Roberto Pereyra,ARG,['Udinese'],"['FW,MF', 'DF,MF']",61,4678.0,9,10,1,0.13,80.53,0.0,0.0,0.0,52.73
Roberto Piccoli,ITA,"['Hellas Verona', 'Empoli', 'Lecce', 'Fiorentina']",['FW'],61,2339.0,7,0,1,0.09,60.29,0.0,0.0,0.0,57.14
Roberto Soriano,ITA,['Bologna'],"['FW,MF']",27,1326.0,1,3,0,0.08,80.33,0.0,0.0,0.0,51.61
Roberto Torres,ESP,['Osasuna'],"['FW,MF']",2,11.0,0,0,0,0.0,92.31,0.0,0.0,0.0,0.0
Roberto de la Rosa,MEX,"['Monterrey', 'Pachuca']","['FW,MF', 'FW']",73,3268.0,5,6,1,0.04,73.86,0.0,0.0,0.0,57.14
Roberts Uldriķis,LVA,['Cambuur'],['FW'],28,1331.0,1,0,0,0.02,58.13,0.0,0.0,0.0,54.55
Robin Fellhauer,GER,['Augsburg'],"['MF,DF']",5,325.0,0,1,0,0.0,73.45,0.0,0.0,0.0,81.82
Robin Gosens,GER,"['Inter', 'Union Berlin', 'Fiorentina']","['DF,MF', 'DF']",67,3903.0,9,3,0,0.15,73.55,0.0,0.0,0.0,61.9
Robin Hack,GER,['Gladbach'],"['FW,MF']",32,1587.0,10,2,0,0.2,74.06,0.0,0.0,0.0,56.25
Robin Hranáč,CZE,['Hoffenheim'],['DF'],6,505.0,0,0,0,0.0,86.62,0.0,0.0,0.0,66.67
Robin Knoche,GER,['Union Berlin'],['DF'],56,4790.0,3,3,1,0.2,80.94,0.0,0.0,0.0,64.56
Robin Koch,GER,"['Eint Frankfurt', 'Leeds United']",['DF'],72,6363.0,4,0,0,0.09,84.07,0.0,0.0,0.0,57.61
Robin Le Normand,ESP,"['Atlético Madrid', 'Real Sociedad']",['DF'],69,5881.0,3,0,0,0.14,88.69,0.0,0.0,0.0,67.57
Robin Maulun,FRA,"['Volendam', 'Cambuur']","['MF,FW', 'MF']",21,1046.0,0,2,0,0.0,77.02,0.0,0.0,0.0,44.44
Robin Olsen,SWE,['Aston Villa'],['GK'],9,686.0,0,0,0,0.0,71.56,58.49,11.11,50.0,0.0
Robin Pröpper,NED,['Twente'],['DF'],62,5225.0,4,2,0,0.08,84.46,0.0,0.0,0.0,68.48
Robin Risser,FRA,['Lens'],['GK'],6,540.0,0,0,0,0.0,74.88,77.27,33.33,0.0,0.0
Robin Roefs,NED,"['NEC Nijmegen', 'Sunderland']",['GK'],43,3840.0,0,0,0,0.0,67.32,75.0,34.88,50.0,0.0
Robin Zentner,GER,['Mainz 05'],['GK'],61,5466.0,0,0,0,0.0,62.2,63.24,22.95,14.29,100.0
Robinio Vaz,FRA,['Marseille'],"['FW,DF']",5,36.0,1,0,0,0.5,37.5,0.0,0.0,0.0,100.0
Robson,BRA,['Boavista'],['DF'],6,122.0,0,0,0,0.0,91.55,0.0,0.0,0.0,0.0
Robson Bambu,BRA,"['Arouca', 'Braga']",['DF'],25,1905.0,1,0,0,0.25,87.98,0.0,0.0,0.0,56.67
Rocco Reitz,GER,"['Gladbach', 'Sint-Truiden']",['MF'],52,3353.0,7,3,0,0.12,74.62,0.0,0.0,0.0,62.86
Rocco Shein,EST,['Utrecht'],['MF'],5,114.0,0,0,0,0.0,88.51,0.0,0.0,0.0,100.0
Rochinha,POR,"['Famalicão', 'Sporting CP']","['FW,MF', 'FW']",38,1334.0,1,2,0,0.03,73.1,0.0,0.0,0.0,64.29
Rodolfo Cota,MEX,"['León', 'América']",['GK'],72,6435.0,0,0,0,0.0,77.74,67.63,30.56,23.08,40.0
Rodolfo Pizarro,MEX,"['Monterrey', 'Mazatlán']","['MF,FW']",38,2336.0,0,2,0,0.0,77.65,0.0,0.0,0.0,59.09
Rodri,ESP,"['Manchester City', 'Betis']","['FW,MF', 'MF']",133,8765.0,12,18,0,0.08,89.96,0.0,0.0,0.0,60.23
Rodrigo,ESP,['Leeds United'],"['FW,MF']",31,1935.0,13,1,1,0.2,70.73,0.0,0.0,0.0,41.67
Rodrigo Abascal,URU,['Boavista'],['DF'],85,7372.0,2,2,0,0.05,76.42,0.0,0.0,0.0,59.18
Rodrigo Aguirre,URU,"['Monterrey', 'América']","['FW,MF']",65,3379.0,16,6,1,0.14,66.9,0.0,0.0,0.0,71.05
Rodrigo Armando González,MEX,['Atlético'],['DF'],13,1091.0,0,0,0,0.0,75.57,0.0,0.0,0.0,60.0
Rodrigo Battaglia,ARG,['Mallorca'],['MF'],15,686.0,0,0,0,0.0,79.74,0.0,0.0,0.0,41.67
Rodrigo Becão,BRA,['Udinese'],['DF'],28,2484.0,2,1,0,0.11,77.79,0.0,0.0,0.0,51.43
Rodrigo Bentancur,URU,['Tottenham'],['MF'],46,2826.0,6,3,0,0.18,84.35,0.0,0.0,0.0,61.84
Rodrigo Bogarín,PAR,['Querétaro'],"['MF,FW']",14,711.0,1,0,0,0.14,75.09,0.0,0.0,0.0,38.46
Rodrigo Conceição,POR,['Porto'],['DF'],16,547.0,0,0,0,0.0,79.43,0.0,0.0,0.0,80.0
Rodrigo De Paul,ARG,['Atlético Madrid'],['MF'],64,3998.0,5,12,0,0.1,82.41,0.0,0.0,0.0,63.64
Rodrigo Dourado,BRA,['Atlético'],['MF'],93,7860.0,5,2,0,0.12,86.95,0.0,0.0,0.0,61.92
Rodrigo Echeverría,CHI,['León'],"['MF,FW']",15,1248.0,3,0,0,0.3,87.8,0.0,0.0,0.0,78.12
Rodrigo Ely,BRA,['Almería'],['DF'],36,3155.0,0,1,0,0.0,81.15,0.0,0.0,0.0,70.0
Rodrigo Godínez,MEX,['Tijuana'],['DF'],23,1354.0,0,0,0,0.0,75.36,0.0,0.0,0.0,68.42
Rodrigo Gomes,POR,"['Braga', 'Estoril', 'Wolves']","['MF,DF', 'FW,MF', 'DF,MF']",49,2952.0,9,7,0,0.14,71.77,0.0,0.0,0.0,69.84
Rodrigo Guth,BRA,['Fortuna Sittard'],['DF'],97,8560.0,7,2,0,0.13,80.28,0.0,0.0,0.0,56.93
Rodrigo Huescas,MEX,['Cruz Azul'],"['DF,MF', 'DF', 'DF,FW']",61,3459.0,6,10,0,0.14,80.85,0.0,0.0,0.0,52.94
Rodrigo López,MEX,"['UNAM', 'Querétaro']","['MF,FW', 'MF', 'MF,DF']",74,3492.0,5,3,0,0.08,76.16,0.0,0.0,0.0,71.19
Rodrigo Macedo,POR,['Moreirense'],"['FW,MF']",5,65.0,0,0,0,0.0,100.0,0.0,0.0,0.0,50.0
Rodrigo Martins,POR,"['Portimonense', 'Estoril']","['FW,MF', 'FW', 'DF,FW']",41,1630.0,3,0,0,0.07,67.26,0.0,0.0,0.0,55.0
Rodrigo Melro,POR,['Chaves'],['DF'],1,1.0,0,0,0,0.0,50.0,0.0,0.0,0.0,0.0
Rodrigo Mendoza,ESP,['Elche'],"['MF,FW']",5,359.0,1,0,0,0.25,82.68,0.0,0.0,0.0,50.0
Rodrigo Mora,POR,['Porto'],"['MF,FW']",23,1370.0,10,4,0,0.23,76.96,0.0,0.0,0.0,73.68
Rodrigo Moura,BRA,['Chaves'],['GK'],11,987.0,0,0,0,0.0,67.09,52.83,0.0,50.0,0.0
Rodrigo Muniz,BRA,['Fulham'],['FW'],31,1909.0,10,2,0,0.12,56.98,0.0,0.0,0.0,40.0
Rodrigo Pachuca,MEX,['Puebla'],['DF'],26,1521.0,0,0,0,0.0,74.3,0.0,0.0,0.0,66.67
Rodrigo Parra,MEX,['Tijuana'],['DF'],6,297.0,0,0,0,0.0,71.09,0.0,0.0,0.0,75.0
Rodrigo Pinheiro,POR,['Famalicão'],['DF'],29,1999.0,0,2,0,0.0,75.0,0.0,0.0,0.0,64.71
Rodrigo Pinho,BRA,"['Benfica', 'Estrela']",['FW'],43,2026.0,6,1,1,0.1,69.16,0.0,0.0,0.0,62.5
Rodrigo Ribeiro,POR,"['AVS Futebol', ""Nott'ham Forest"", 'Sporting CP']","['MF,FW', 'FW']",27,1039.0,1,0,0,0.03,65.28,0.0,0.0,0.0,28.57
Rodrigo Riquelme,ESP,"['Girona', 'Betis', 'Atlético Madrid']","['MF,FW', 'DF,MF', 'FW']",75,4067.0,7,10,0,0.07,72.82,0.0,0.0,0.0,52.73
Rodrigo Rodrigues,POR,['Gil Vicente FC'],['FW'],1,10.0,0,0,0,0.0,20.0,0.0,0.0,0.0,0.0
Rodrigo Valente,POR,['Santa Clara'],"['MF,FW']",5,95.0,0,0,0,0.0,76.32,0.0,0.0,0.0,0.0
Rodrigo Zalazar,URU,"['Schalke 04', 'Braga']","['MF,FW', 'MF']",73,4527.0,11,17,1,0.09,75.35,0.0,0.0,0.0,55.06
Rodrygo,BRA,['Real Madrid'],"['FW,MF', 'FW']",73,4884.0,19,13,1,0.1,87.49,0.0,0.0,0.0,74.29
Roel Janssen,NED,['Fortuna Sittard'],['DF'],5,63.0,0,0,0,0.0,52.0,0.0,0.0,0.0,50.0
Rogelio Cortéz Pineda,MEX,['Necaxa'],"['MF,FW', 'FW,MF', 'MF']",27,613.0,2,0,0,0.12,74.51,0.0,0.0,0.0,68.18
Rogelio Funes Mori,MEX,"['Monterrey', 'UNAM']","['FW,MF', 'FW']",76,4445.0,24,8,3,0.18,74.32,0.0,0.0,0.0,26.67
Roger Fernandes,POR,['Braga'],"['MF,FW', 'FW,MF']",42,2411.0,5,10,0,0.07,71.46,0.0,0.0,0.0,54.39
Roger Ibanez,BRA,['Roma'],['DF'],33,2796.0,3,0,0,0.1,87.91,0.0,0.0,0.0,49.25
Roger Martí,ESP,"['Cádiz', 'Elche']",['FW'],49,2653.0,3,4,0,0.06,68.72,0.0,0.0,0.0,52.17
Roger Martínez,ESP,"['Espanyol', 'América']","['FW,MF', 'DF']",16,402.0,3,0,0,0.18,80.1,0.0,0.0,0.0,100.0
Rogério,BRA,"['Sassuolo', 'Wolfsburg']",['DF'],49,3902.0,1,3,0,0.05,81.04,0.0,0.0,0.0,52.94
Roko Baturina,CRO,['Gil Vicente FC'],['FW'],15,707.0,2,0,0,0.18,62.91,0.0,0.0,0.0,100.0
Roko Simic,CRO,['Kortrijk'],['FW'],4,145.0,0,0,0,0.0,71.43,0.0,0.0,0.0,0.0
Roland Sallai,HUN,['Freiburg'],"['MF,FW']",46,2842.0,4,5,0,0.05,70.32,0.0,0.0,0.0,64.29
Rolando Mandragora,ITA,['Fiorentina'],['MF'],67,3889.0,7,7,0,0.09,79.29,0.0,0.0,0.0,49.37
Romain Del Castillo,FRA,['Brest'],"['MF,FW', 'FW,MF', 'FW']",66,4400.0,17,16,10,0.22,66.81,0.0,0.0,0.0,63.73
Romain Esse,ENG,['Crystal Palace'],['FW'],1,25.0,0,0,0,0.0,71.43,0.0,0.0,0.0,50.0
Romain Faivre,FRA,"['Lorient', 'Lyon', 'Bournemouth']","['MF,FW', 'MF']",48,3040.0,10,5,0,0.17,82.91,0.0,0.0,0.0,54.55
Romain Hamouma,FRA,['Ajaccio'],"['FW,MF']",19,1079.0,2,2,0,0.12,72.25,0.0,0.0,0.0,37.5
Romain Perraud,FRA,"['Southampton', 'Nice', 'Lille']","['DF', 'DF,FW']",53,2563.0,3,4,0,0.08,72.92,0.0,0.0,0.0,62.69
Romaine Mundle,ENG,['Standard Liège'],"['FW,MF']",6,150.0,0,0,0,0.0,70.15,0.0,0.0,0.0,71.43
Roman Květ,CZE,['Dender'],['MF'],28,1903.0,4,1,0,0.12,77.24,0.0,0.0,0.0,51.28
Roman Neustädter,RUS,['Westerlo'],"['DF,MF', 'DF']",70,5439.0,2,1,0,0.1,86.62,0.0,0.0,0.0,59.55
Roman Yaremchuk,UKR,"['Valencia', 'Benfica', 'Club Brugge']",['FW'],52,1923.0,5,2,0,0.11,72.47,0.0,0.0,0.0,62.5
Romano Floriani,ITA,['Cremonese'],['DF'],4,92.0,0,0,0,0.0,63.33,0.0,0.0,0.0,50.0
Romano Postema,NED,['Groningen'],"['MF,FW', 'FW,MF']",31,1242.0,2,0,1,0.09,69.37,0.0,0.0,0.0,63.64
Romano Schmid,AUT,['Werder Bremen'],"['MF,FW']",65,4537.0,7,9,2,0.12,75.97,0.0,0.0,0.0,56.06
Romaric Etonde,FRA,['Cercle Brugge'],['MF'],2,8.0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
Romaric Yapi,FRA,['Vitesse'],"['FW,DF']",16,357.0,0,0,0,0.0,65.73,0.0,0.0,0.0,100.0
Romario Ibarra,ECU,['Pachuca'],"['FW,MF']",10,500.0,1,0,0,0.07,75.16,0.0,0.0,0.0,54.55
Rome-Jayden Owusu-Oduro,NED,['AZ Alkmaar'],['GK'],32,2880.0,0,0,0,0.0,69.56,60.78,28.12,50.0,0.0
Romelu Lukaku,BEL,"['Inter', 'Roma']",['FW'],57,4301.0,23,9,2,0.2,69.76,0.0,0.0,0.0,66.67
Romeo Vermant,BEL,"['Westerlo', 'Club Brugge']","['FW,MF', 'FW']",32,1246.0,5,4,0,0.13,72.0,0.0,0.0,0.0,76.47
Rominigue Kouamé,MLI,"['Troyes', 'Cádiz']",['MF'],48,3482.0,1,1,0,0.03,88.15,0.0,0.0,0.0,62.07
Romulo,BRA,['UANL'],"['DF,MF']",8,574.0,0,1,0,0.0,89.42,0.0,0.0,0.0,66.67
Román Almanza,MEX,['León'],['FW'],1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Román Martínez,MEX,['América'],"['FW,MF', 'FW']",5,235.0,0,0,0,0.0,86.36,0.0,0.0,0.0,0.0
Román Torres,MEX,"['Necaxa', 'Atlético']","['DF,MF', 'DF,FW']",13,1062.0,1,2,0,0.14,73.95,0.0,0.0,0.0,68.42
Romário Baró,POR,"['Porto', 'Casa Pia']","['MF,FW']",28,1158.0,0,1,0,0.0,82.15,0.0,0.0,0.0,54.55
Roméo Lavia,BEL,"['Southampton', 'Chelsea']",['MF'],31,2266.0,1,0,0,0.08,86.11,0.0,0.0,0.0,57.38
Roméo Monticelli,BEL,['Charleroi'],['DF'],4,117.0,0,0,0,0.0,73.03,0.0,0.0,0.0,33.33
Ronald,BRA,['Estrela'],"['MF,FW']",17,1319.0,1,2,0,0.05,67.06,0.0,0.0,0.0,57.14
Ronald Araújo,URU,['Barcelona'],['DF'],52,4150.0,2,4,0,0.04,88.95,0.0,0.0,0.0,76.79
Ronaldo Cisneros,MEX,"['Querétaro', 'Guadalajara']","['FW,MF', 'FW']",46,2022.0,6,1,0,0.12,72.92,0.0,0.0,0.0,57.14
Ronaldo Prieto,MEX,['Santos'],"['DF,MF', 'DF']",31,1742.0,1,0,0,0.08,73.41,0.0,0.0,0.0,78.38
Ronaldo Rubio,MEX,['Santos'],['MF'],1,17.0,0,0,0,0.0,66.67,0.0,0.0,0.0,0.0
Ronaldo Tavares,POR,['Estrela'],['FW'],24,1152.0,3,0,0,0.1,49.79,0.0,0.0,0.0,44.44
Ronaldo Vieira,ENG,"['Sampdoria', 'Torino']",['MF'],18,831.0,0,0,0,0.0,87.25,0.0,0.0,0.0,52.63
Ronaël Pierre-Gabriel,FRA,"['Strasbourg', 'Espanyol', 'Nantes']",['DF'],34,1487.0,1,1,0,0.08,78.07,0.0,0.0,0.0,63.16
Ronie Carrillo,ECU,['Portimonense'],"['FW,MF']",25,1314.0,4,0,0,0.17,67.42,0.0,0.0,0.0,44.44
Rony Lopes,POR,"['Troyes', 'Farense', 'Braga']","['MF,FW', 'FW,MF']",69,3845.0,10,5,0,0.1,69.26,0.0,0.0,0.0,67.44
Roony Bardghji,SWE,['Barcelona'],['FW'],3,117.0,0,0,0,0.0,84.13,0.0,0.0,0.0,50.0
Roque Mesa,ESP,['Valladolid'],['MF'],29,1617.0,2,1,0,0.08,82.04,0.0,0.0,0.0,55.56
Rosen Bozhinov,BUL,['Antwerp'],['DF'],7,115.0,0,0,0,0.0,83.9,0.0,0.0,0.0,100.0
Roshon van Eijma,CUW,['RKC Waalwijk'],['DF'],24,1818.0,0,0,0,0.0,85.62,0.0,0.0,0.0,66.67
Ross Barkley,ENG,"['Luton Town', 'Nice']","['MF,FW', 'MF']",59,3578.0,9,6,0,0.09,81.63,0.0,0.0,0.0,44.44
Ross Sykes,ENG,['Union SG'],['DF'],49,3371.0,8,2,0,0.2,79.7,0.0,0.0,0.0,69.09
Roy Kortsmit,NED,['NAC Breda'],['GK'],1,90.0,0,0,0,0.0,56.67,25.0,0.0,0.0,0.0
Roy Kuijpers,NED,"['RKC Waalwijk', 'NAC Breda']","['FW,MF']",25,612.0,0,1,0,0.0,67.36,0.0,0.0,0.0,77.78
Royce Openda Owaga,GAB,['Lorient'],['FW'],1,16.0,0,0,0,0.0,66.67,0.0,0.0,0.0,0.0
Ruan,BRA,['Sassuolo'],['DF'],49,3227.0,0,0,0,0.0,87.23,0.0,0.0,0.0,65.08
Ruan Levine,BRA,['Ajaccio'],"['MF,FW']",3,24.0,0,0,0,0.0,92.86,0.0,0.0,0.0,100.0
Ruben Aguilar,FRA,"['Monaco', 'Lens']",['DF'],51,3553.0,1,3,0,0.05,81.49,0.0,0.0,0.0,56.63
Ruben Kluivert,NED,"['Lyon', 'Utrecht', 'Casa Pia']","['DF', 'DF,FW']",37,1669.0,1,0,0,0.11,84.8,0.0,0.0,0.0,57.89
Ruben Lendinez,ESP,['Valencia'],['DF'],1,11.0,0,0,0,0.0,100.0,0.0,0.0,0.0,100.0
Ruben Loftus-Cheek,ENG,"['Chelsea', 'Milan']","['MF', 'MF,DF']",59,3872.0,7,2,0,0.12,85.5,0.0,0.0,0.0,60.38
Ruben Providence,HAI,['Almere City'],"['FW,MF']",22,525.0,0,2,0,0.0,68.84,0.0,0.0,0.0,80.0
Ruben Roosken,NED,['Heracles Almelo'],"['DF', 'DF,FW']",39,2534.0,1,4,0,0.09,70.58,0.0,0.0,0.0,58.02
Ruben Vargas,SUI,"['Augsburg', 'Sevilla']","['MF,FW']",60,3477.0,8,12,0,0.1,64.85,0.0,0.0,0.0,50.0
Ruben van Bommel,NED,['AZ Alkmaar'],['FW'],53,3039.0,9,6,0,0.12,71.23,0.0,0.0,0.0,57.53
Rubens Sambueza,ARG,['Atlético'],"['MF,FW']",10,233.0,1,1,0,0.25,60.54,0.0,0.0,0.0,66.67
Rubin Seigers,BEL,['Westerlo'],['DF'],23,1658.0,0,0,0,0.0,90.66,0.0,0.0,0.0,74.07
Rubio Rubin,GUA,['Querétaro'],"['FW,MF']",16,525.0,3,1,0,0.38,71.3,0.0,0.0,0.0,0.0
Rubén,ESP,['Espanyol'],"['DF,MF', 'DF']",20,930.0,0,2,0,0.0,68.65,0.0,0.0,0.0,50.0
Rubén Alcaraz,ESP,['Cádiz'],['MF'],67,5177.0,6,1,4,0.08,79.83,0.0,0.0,0.0,64.29
Rubén Blanco,ESP,['Marseille'],['GK'],8,616.0,0,0,0,0.0,81.32,76.0,0.0,0.0,0.0
Rubén Duarte,ESP,"['UNAM', 'Alavés']",['DF'],55,4169.0,2,2,0,0.09,78.82,0.0,0.0,0.0,52.69
Rubén García,ESP,['Osasuna'],"['MF,FW', 'FW,MF']",65,2945.0,5,5,0,0.1,70.57,0.0,0.0,0.0,57.63
