Player,Nation,Born,Squad,Pos,MP_Playing,Min_Playing,Gls,Ast,G+A,G_minus_PK,PK,PKatt,CrdY,CrdR,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,Sh_Standard,SoT_Standard,FK_Standard,Cmp_Total,Att_Total,xAG,KP,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Tkl_Tackles,TklW_Tackles,Sh_Blocks,Int,Clr,Err,GA,SoTA,Saves,CS,PKatt_Penalty,PKA_Penalty,PKsv_Penalty,PKm_Penalty,Gls_Per,Ast_Per,xG_Per,SoT_percent_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Cmp_percent_Total,GA90,Save_percent,CS_Percent,Save_percent_Penalty
Aïssa Mandi,ALG,1991.0,"['Villarreal', 'Lille']",['DF'],41,2850.0,1,0,1,1,0,0,6,0,0.7999999999999999,0.7999999999999999,1.2,2.0,7.0,4.0,0.0,1669,1844,1.2,9,28.0,19.0,4.0,9.0,0.0,1.0,0.0,37,22,23,33,103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,57.14,0.14,0.25,90.51,0.0,0.0,0.0,0.0
Babatunde Akinsola,NGA,2003.0,"['Valladolid', 'AVS Futebol']","['MF,FW', 'FW']",31,1181.0,2,1,3,2,0,0,1,0,2.9,2.9,0.8,3.6,28.0,6.0,0.0,211,311,0.8,11,11.0,24.0,2.0,43.0,0.0,0.0,0.0,17,14,2,7,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.08,0.22,21.43,0.07,0.33,67.85,0.0,0.0,0.0,0.0
Bachir Belloumi,ALG,2002.0,['Farense'],"['FW,MF', 'FW']",36,2339.0,7,4,11,7,0,0,3,0,4.9,4.9,3.8000000000000003,8.600000000000001,54.0,28.0,0.0,398,689,3.8000000000000003,28,25.0,20.0,7.0,51.0,0.0,0.0,0.0,48,32,8,24,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.15,0.19,51.85,0.13,0.25,57.76,0.0,0.0,0.0,0.0
Badredine Bouanani,ALG,2004.0,"['Lorient', 'Nice', 'Stuttgart']","['FW,MF', 'MF', 'FW']",42,1649.0,1,4,5,1,0,0,1,0,3.5,3.5,5.1,8.4,46.0,17.0,1.0,559,717,5.1,40,14.0,39.0,2.0,74.0,0.0,0.0,0.0,22,14,0,10,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.22,0.19,36.96,0.02,0.06,77.96,0.0,0.0,0.0,0.0
Bafodé Diakité,FRA,2001.0,"['Bournemouth', 'Lille']",['DF'],60,4889.0,8,2,10,8,0,0,11,0,3.7,3.7,2.1999999999999997,6.0,35.0,13.0,0.0,3213,3569,2.1999999999999997,22,63.0,27.0,2.0,22.0,0.0,1.0,1.0,91,61,18,44,147,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.04,0.07,37.14,0.23,0.62,90.03,0.0,0.0,0.0,0.0
Bahereba Guirassy,FRA,2006.0,['Nantes'],"['MF,FW']",4,202.0,0,1,1,0,0,0,0,0,0.6,0.6,0.4,1.0,5.0,2.0,0.0,28,51,0.4,1,5.0,0.0,0.0,1.0,0.0,0.0,0.0,9,5,0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.27,40.0,0.0,0.0,54.9,0.0,0.0,0.0,0.0
Baila Diallo,FRA,2001.0,['Clermont Foot'],"['DF,MF']",6,89.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,47,0.0,0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.09,0.0,0.0,0.0,0.0
Bakary Haidara,CIV,2005.0,['Westerlo'],['DF'],5,350.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,3.0,1.0,0.0,136,168,0.0,1,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3,3,7,8,19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,33.33,0.0,0.0,80.95,0.0,0.0,0.0,0.0
Balthazar Pierret,FRA,2000.0,['Lecce'],['MF'],1,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bamba Dieng,SEN,2000.0,"['Marseille', 'Lorient']","['FW,MF', 'FW']",42,1502.0,8,1,9,7,1,1,5,0,9.700000000000001,8.9,2.3,11.2,51.0,21.0,3.0,223,302,2.3,15,39.0,56.0,12.0,11.0,1.0,0.0,0.0,26,17,1,2,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.06,0.58,41.18,0.16,0.38,73.84,0.0,0.0,0.0,0.0
Bambasé Conté,GER,2003.0,['Hoffenheim'],"['MF,FW']",7,48.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3.0,0.0,0.0,19,24,0.0,1,3.0,6.0,0.0,1.0,0.0,0.0,0.0,3,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,79.17,0.0,0.0,0.0,0.0
Bambo Diaby,SEN,1997.0,['Elche'],['DF'],2,49.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,30,0.0,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.67,0.0,0.0,0.0,0.0
Bamo Meïté,CIV,2001.0,"['Marseille', 'Lorient']",['DF'],39,2647.0,1,0,1,1,0,0,7,0,0.8999999999999999,0.8999999999999999,0.1,1.0,6.0,2.0,0.0,1532,1715,0.1,2,30.0,24.0,1.0,6.0,0.0,2.0,0.0,37,19,32,32,129,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,33.33,0.17,0.5,89.33,0.0,0.0,0.0,0.0
Baptiste Guillaume,BEL,1995.0,['Almere City'],"['FW,MF']",18,438.0,1,0,1,1,0,0,0,1,1.1,1.1,0.4,1.5,11.0,4.0,0.0,71,136,0.4,6,3.0,5.0,1.0,0.0,0.0,0.0,0.0,3,2,0,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.23,36.36,0.09,0.25,52.21,0.0,0.0,0.0,0.0
Baptiste Roux,FRA,1999.0,['AVS Futebol'],['DF'],23,1863.0,1,1,2,1,0,0,4,0,0.4,0.4,0.3,0.7,5.0,1.0,0.0,781,951,0.3,5,21.0,7.0,0.0,11.0,0.0,1.0,0.0,34,19,14,25,95,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.02,20.0,0.2,1.0,82.12,0.0,0.0,0.0,0.0
Baptiste Santamaria,FRA,1995.0,"['Valencia', 'Rennes']",['MF'],62,4213.0,3,2,5,3,0,0,6,0,3.4,3.4,2.3,5.699999999999999,53.0,19.0,0.0,2375,2774,2.3,28,56.0,50.0,3.0,9.0,0.0,0.0,0.0,101,59,13,56,71,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.07,35.85,0.06,0.16,85.62,0.0,0.0,0.0,0.0
Barry Lauwers,NED,1999.0,['Volendam'],['GK'],2,180.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,82,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,1,7.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.88,3.5,36.36,50.0,0.0
Bart Nieuwkoop,NED,1996.0,"['Feyenoord', 'Union SG']","['DF,MF', 'DF']",62,3683.0,4,6,10,4,0,0,13,1,4.9,4.9,5.0,9.8,36.0,16.0,0.0,1251,1739,5.0,46,60.0,26.0,4.0,94.0,0.0,0.0,1.0,90,62,8,72,83,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.12,44.44,0.11,0.25,71.94,0.0,0.0,0.0,0.0
Bart Ramselaar,NED,1996.0,['Utrecht'],"['FW,MF', 'FW']",20,747.0,1,1,2,1,0,0,1,0,1.1,1.1,1.0,2.1,18.0,3.0,0.0,234,296,1.0,11,2.0,7.0,1.0,15.0,0.0,0.0,0.0,9,8,3,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.13,16.67,0.06,0.33,79.05,0.0,0.0,0.0,0.0
Bart Verbruggen,NED,2002.0,"['Brighton', 'Anderlecht']",['GK'],44,3960.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,1512,1879,0.1,1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,16,3,58.0,193.0,138.0,12.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,80.47,1.32,71.5,27.27,0.0
Bart Vriends,NED,1991.0,"[""Sparta R'dam""]",['DF'],56,4649.0,4,1,5,4,0,0,6,0,2.9,2.9,0.9,3.8,19.0,6.0,0.0,2330,2735,0.9,8,43.0,19.0,0.0,2.0,0.0,1.0,0.0,57,35,44,60,243,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.06,31.58,0.21,0.67,85.19,0.0,0.0,0.0,0.0
Bart van Hintum,NED,1987.0,['Zwolle'],['DF'],3,181.0,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,91,129,0.5,7,3.0,0.0,0.0,13.0,0.0,0.0,0.0,6,3,0,6,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.54,0.0,0.0,0.0,0.0
Bart van Rooij,NED,2001.0,"['NEC Nijmegen', 'Twente']",['DF'],91,7974.0,3,8,11,3,0,0,9,1,3.8,3.8,9.8,13.7,56.0,17.0,0.0,3767,4868,9.8,91,73.0,75.0,0.0,248.0,0.0,3.0,1.0,190,109,31,84,271,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.04,30.36,0.05,0.18,77.38,0.0,0.0,0.0,0.0
Bartol Franjić,CRO,2000.0,"['Darmstadt 98', 'Wolfsburg']",['MF'],25,1456.0,0,2,2,0,0,0,5,0,0.6,0.6,0.30000000000000004,0.9,6.0,2.0,0.0,523,635,0.30000000000000004,4,21.0,3.0,0.0,5.0,0.0,0.0,0.0,19,14,5,35,33,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,33.33,0.0,0.0,82.36,0.0,0.0,0.0,0.0
Bartosz Bereszyński,POL,1992.0,"['Sampdoria', 'Empoli', 'Napoli']",['DF'],42,3126.0,0,2,2,0,0,0,5,0,0.2,0.2,0.6,0.8,6.0,1.0,0.0,1231,1616,0.6,13,38.0,27.0,0.0,47.0,0.0,0.0,0.0,72,45,14,45,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,16.67,0.0,0.0,76.18,0.0,0.0,0.0,0.0
Bartosz Białek,POL,2001.0,['Vitesse'],['FW'],25,1533.0,5,1,6,5,0,0,1,0,4.7,4.7,1.5,6.3,35.0,11.0,0.0,194,298,1.5,20,26.0,19.0,4.0,3.0,0.0,0.0,0.0,10,2,1,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.06,0.28,31.43,0.14,0.45,65.1,0.0,0.0,0.0,0.0
Bartłomiej Drągowski,POL,1997.0,['Spezia'],['GK'],34,2946.0,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,808,1173,0.1,1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,15,3,54.0,164.0,112.0,6.0,6.0,4.0,1.0,1.0,0.0,0.03,0.0,0.0,0.0,0.0,68.88,1.65,68.29,17.65,20.0
Bas Dost,NED,1989.0,"['NEC Nijmegen', 'Utrecht']",['FW'],30,1815.0,12,4,16,11,1,1,3,0,8.1,7.3,3.4,10.7,42.0,20.0,0.0,369,592,3.4,24,9.0,6.0,10.0,2.0,0.0,0.0,0.0,12,8,4,3,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.4,47.62,0.29,0.6,62.33,0.0,0.0,0.0,0.0
Bas Kuipers,NED,1994.0,"['Go Ahead Eag', 'Twente']",['DF'],86,6579.0,11,8,19,11,0,0,9,1,8.9,8.9,11.8,20.6,79.0,35.0,2.0,2433,3354,11.8,103,66.0,66.0,10.0,283.0,0.0,1.0,0.0,91,51,41,77,218,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.11,0.12,44.3,0.14,0.31,72.54,0.0,0.0,0.0,0.0
Bas van den Eynden,BEL,2002.0,['Mechelen'],['DF'],9,724.0,3,0,3,3,0,0,2,0,1.0,1.0,0.0,1.0,7.0,3.0,0.0,394,445,0.0,1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,12,7,10,10,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.12,42.86,0.43,1.0,88.54,0.0,0.0,0.0,0.0
Basar Onal,TUR,2004.0,['NEC Nijmegen'],"['FW,MF']",33,1386.0,1,2,3,1,0,0,3,0,3.1,3.1,1.8,4.8,28.0,11.0,0.0,293,447,1.8,24,14.0,19.0,6.0,64.0,0.0,0.0,0.0,23,14,1,7,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.2,39.29,0.04,0.09,65.55,0.0,0.0,0.0,0.0
Bashir Humphreys,ENG,2003.0,['Burnley'],['DF'],1,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Bassirou Ndiaye,SEN,2002.0,['Lorient'],['FW'],5,152.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,27,39,0.2,2,5.0,5.0,0.0,1.0,0.0,0.0,0.0,5,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.23,0.0,0.0,0.0,0.0
Bastien Meupiyou,FRA,2006.0,['Nantes'],['DF'],1,8.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Bastien Toma,SUI,1999.0,['Paços de Ferreira'],['MF'],12,430.0,0,0,0,0,0,0,1,0,0.5,0.5,0.4,0.9,10.0,1.0,0.0,196,226,0.4,4,11.0,6.0,0.0,5.0,0.0,0.0,0.0,6,3,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,10.0,0.0,0.0,86.73,0.0,0.0,0.0,0.0
Batista Mendy,FRA,2000.0,"['Angers', 'Sevilla']","['MF', 'MF,DF']",39,3149.0,0,0,0,0,0,0,9,1,1.0,1.0,1.3,2.2,18.0,3.0,0.0,1306,1524,1.3,18,77.0,49.0,1.0,9.0,0.0,1.0,0.0,77,34,6,24,37,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,16.67,0.0,0.0,85.7,0.0,0.0,0.0,0.0
Batxi,ANG,1998.0,['Chaves'],"['FW,MF']",4,326.0,1,1,2,1,0,0,1,0,0.4,0.4,1.0,1.4,3.0,2.0,0.0,63,90,1.0,13,1.0,8.0,0.0,12.0,0.0,0.0,0.0,5,3,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.11,66.67,0.33,0.5,70.0,0.0,0.0,0.0,0.0
Bazoumana Touré,CIV,2006.0,['Hoffenheim'],"['FW,MF']",6,527.0,0,1,1,0,0,0,1,0,1.2,1.2,0.6,1.9,12.0,4.0,0.0,116,172,0.6,9,15.0,9.0,2.0,28.0,1.0,0.0,0.0,8,4,0,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.2,33.33,0.0,0.0,67.44,0.0,0.0,0.0,0.0
Bebé,CPV,1990.0,['Rayo Vallecano'],"['MF,FW', 'FW']",23,272.0,2,0,2,1,1,1,2,0,1.5,0.7999999999999999,0.30000000000000004,1.1,19.0,4.0,3.0,84,142,0.30000000000000004,5,2.0,4.0,3.0,44.0,0.0,0.0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.5,21.05,0.11,0.5,59.15,0.0,0.0,0.0,0.0
Becir Omeragic,SUI,2002.0,['Montpellier'],"['DF,MF']",28,2312.0,0,0,0,0,0,0,4,0,0.5,0.5,0.7,1.2,9.0,3.0,0.0,904,1060,0.7,10,18.0,16.0,0.0,3.0,0.0,0.0,0.0,48,29,29,27,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,33.33,0.0,0.0,85.28,0.0,0.0,0.0,0.0
Ben Aissa Ben Amar,MAR,1997.0,['Volendam'],"['DF,MF', 'DF']",60,4325.0,6,1,7,6,0,0,12,1,3.5,3.5,1.0,4.4,26.0,9.0,0.0,1882,2255,1.0,8,38.0,10.0,0.0,12.0,0.0,0.0,0.0,62,41,46,45,171,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.07,34.62,0.23,0.67,83.46,0.0,0.0,0.0,0.0
Ben Bobzien,GER,2003.0,['Mainz 05'],['FW'],1,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,11,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82,0.0,0.0,0.0,0.0
Ben Brereton,CHI,1999.0,"['Sheffield Utd', 'Villarreal']","['FW,MF']",28,1375.0,6,1,7,5,1,1,5,0,6.3,5.5,1.8,7.2,39.0,17.0,0.0,256,340,1.8,10,16.0,23.0,13.0,13.0,1.0,0.0,0.0,11,6,3,3,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.07,0.41,43.59,0.15,0.35,75.29,0.0,0.0,0.0,0.0
Ben Chilwell,ENG,1996.0,"['Strasbourg', 'Chelsea']","['DF,MF', 'DF', 'DF,FW']",39,2389.0,2,3,5,2,0,0,8,0,2.5999999999999996,2.5999999999999996,4.4,7.1,28.0,8.0,1.0,1231,1593,4.4,35,26.0,38.0,7.0,137.0,1.0,0.0,0.0,39,30,5,22,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.11,0.1,28.57,0.07,0.25,77.28,0.0,0.0,0.0,0.0
Ben Davies,WAL,1993.0,['Tottenham'],['DF'],48,3378.0,3,2,5,3,0,0,6,0,3.3,3.3,2.9,6.2,26.0,7.0,0.0,1806,2131,2.9,24,38.0,36.0,1.0,45.0,1.0,0.0,0.0,52,28,23,28,107,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.09,26.92,0.12,0.43,84.75,0.0,0.0,0.0,0.0
Ben Doak,SCO,2005.0,['Liverpool'],['FW'],1,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Ben Gannon-Doak,SCO,2005.0,"['Liverpool', 'Bournemouth']",['FW'],4,57.0,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,1.0,0.0,0.0,21,27,0.6,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.16,0.0,0.0,0.0,77.78,0.0,0.0,0.0,0.0
Ben Godfrey,ENG,1998.0,['Everton'],['DF'],28,1922.0,0,1,1,0,0,0,4,0,2.9,2.9,0.5,3.4,21.0,3.0,0.0,518,765,0.5,6,18.0,11.0,3.0,28.0,0.0,1.0,0.0,50,31,14,24,90,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.14,14.29,0.0,0.0,67.71,0.0,0.0,0.0,0.0
Ben Hamed Touré,CIV,2003.0,['Ajaccio'],['FW'],4,209.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2.0,0.0,0.0,28,36,0.0,0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,4,4,0,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,77.78,0.0,0.0,0.0,0.0
Ben Johnson,ENG,2000.0,['West Ham'],"['DF', 'DF,FW']",31,1410.0,0,0,0,0,0,0,1,0,0.30000000000000004,0.30000000000000004,0.2,0.5,8.0,3.0,0.0,641,869,0.2,3,6.0,12.0,2.0,47.0,0.0,0.0,0.0,31,21,5,14,42,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,37.5,0.0,0.0,73.76,0.0,0.0,0.0,0.0
Ben Mee,ENG,1989.0,['Brentford'],['DF'],53,4541.0,5,1,6,5,0,0,3,1,4.6,4.6,1.6,6.3,38.0,9.0,0.0,1859,2428,1.6,14,21.0,18.0,2.0,12.0,0.0,0.0,0.0,71,39,55,61,185,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.09,23.68,0.13,0.56,76.57,0.0,0.0,0.0,0.0
Ben Osborn,ENG,1994.0,['Sheffield Utd'],"['DF,MF']",24,1367.0,0,2,2,0,0,0,3,0,0.2,0.2,0.9,1.1,4.0,0.0,0.0,448,608,0.9,13,8.0,9.0,1.0,47.0,0.0,0.0,1.0,22,9,2,8,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.0,0.0,0.0,73.68,0.0,0.0,0.0,0.0
Ben Parkinson,ENG,2005.0,['Newcastle Utd'],['FW'],1,25.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0
Ben Pearson,ENG,1995.0,['Bournemouth'],['MF'],7,286.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,108,134,0.0,0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,7,3,0,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,80.6,0.0,0.0,0.0,0.0
Ben Rienstra,NED,1990.0,['Cambuur'],"['MF,DF']",4,150.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,0.0,0.0,56,71,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,78.87,0.0,0.0,0.0,0.0
Ben Scholte,NED,2001.0,['Emmen'],['MF'],7,165.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3.0,1.0,0.0,26,42,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,33.33,0.0,0.0,61.9,0.0,0.0,0.0,0.0
Ben White,ENG,1997.0,['Arsenal'],['DF'],76,6113.0,6,9,15,6,0,0,13,0,2.5,2.5,7.0,9.6,24.0,8.0,0.0,3737,4446,7.0,65,49.0,42.0,12.0,115.0,0.0,0.0,0.0,110,60,34,55,160,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.04,33.33,0.25,0.75,84.05,0.0,0.0,0.0,0.0
Ben Winterburn,ENG,2004.0,['Bournemouth'],['MF'],1,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benedict Hollerbach,GER,2001.0,"['Union Berlin', 'Mainz 05']","['FW,MF', 'FW']",29,1296.0,5,0,5,5,0,0,2,0,3.4,3.4,1.3,4.7,34.0,10.0,0.0,256,401,1.3,14,30.0,20.0,4.0,44.0,0.0,0.0,0.0,17,11,0,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.24,29.41,0.15,0.5,63.84,0.0,0.0,0.0,0.0
Benedikt Gimber,GER,1997.0,['Heidenheim'],"['DF,MF', 'DF']",29,2315.0,1,1,2,1,0,0,10,0,1.4,1.4,1.1,2.5,18.0,3.0,0.0,798,988,1.1,3,45.0,36.0,0.0,3.0,0.0,2.0,1.0,46,27,20,16,114,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.05,16.67,0.06,0.33,80.77,0.0,0.0,0.0,0.0
Beni,ANG,2002.0,"['Vitória', 'Casa Pia']",['MF'],59,3333.0,0,5,5,0,0,0,17,2,0.4,0.4,1.3,1.6,11.0,3.0,0.0,1416,1621,1.3,27,65.0,48.0,0.0,12.0,0.0,0.0,0.0,85,59,7,46,50,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.01,27.27,0.0,0.0,87.35,0.0,0.0,0.0,0.0
Benicio Boaitey,ENG,2004.0,['Brighton'],"['FW,DF']",5,40.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1.0,0.0,0.0,13,20,0.1,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0
Benito Raman,BEL,1994.0,"['Mechelen', 'Anderlecht']",['FW'],56,2227.0,18,1,19,18,0,0,5,1,15.3,15.3,3.5,18.8,84.0,48.0,0.0,327,495,3.5,22,25.0,18.0,30.0,37.0,0.0,0.0,0.0,28,19,3,8,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.04,0.62,57.14,0.21,0.38,66.06,0.0,0.0,0.0,0.0
