Player_Name,Nationality_Full,Position_FBref,Club_FBref,Matches_Played,Minutes_Played,Gls,Ast,PK,G_per_Sh_Standard,Cmp_percent_Total,TklW_Percent
Alessandro Deiola,Italy,MF,['Cagliari'],32,1951.0,1,0,0,0.04,71.49,55.56
Alessandro Dellavalle,Italy,DF,['Torino'],1,15.0,0,0,0,0.0,83.33,0.0
Alessandro Di Pardo,Italy,DF,['Cagliari'],16,367.0,0,0,0,0.0,65.91,25.0
Alessandro Florenzi,Italy,DF,['Milan'],37,1935.0,1,4,0,0.03,81.78,51.02
Alessandro Marcandalli,Italy,DF,['Genoa'],2,135.0,0,0,0,0.0,81.67,0.0
Alessandro Russo,Italy,GK,['Sassuolo'],1,90.0,0,0,0,0.0,74.0,0.0
Alessandro Sorrentino,Italy,GK,['Monza'],7,548.0,0,0,0,0.0,76.68,0.0
Alessandro Tagle,Mexico,DF,['Monterrey'],1,61.0,0,0,0,0.0,75.0,0.0
Alessandro Tuia,Italy,DF,['Lecce'],7,509.0,0,0,0,0.0,69.61,60.0
Alessandro Vogliacco,Italy,DF,['Genoa'],20,1169.0,0,1,0,0.0,78.91,65.22
Alessandro Zanoli,Italy,DF,"['Salernitana', 'Udinese', 'Sampdoria', 'Napoli']",46,2623.0,2,5,0,0.11,76.26,70.0
Alessio Castro-Montes,Belgium,DF,"['Gent', 'Köln', 'Union SG']",67,4817.0,5,9,0,0.1,74.74,65.1
Alessio Cragno,Italy,GK,"['Sassuolo', 'Monza']",4,360.0,0,0,0,0.0,74.81,0.0
Alessio Romagnoli,Italy,DF,['Lazio'],66,5603.0,2,0,0,0.08,90.85,57.14
Alessio Zerbin,Italy,FW,"['Cremonese', 'Napoli', 'Monza']",35,1408.0,0,2,0,0.0,76.5,50.0
Alessio da Cruz,CPV,FW,"['Mechelen', 'Fortuna Sittard']",61,3400.0,8,4,0,0.17,76.07,64.71
Alex Baena,Spain,MF,"['Villarreal', 'Atlético Madrid']",71,4594.0,8,17,0,0.06,74.62,59.38
Alex Balboa,EQG,MF,['Almere City'],10,405.0,1,0,0,0.12,70.16,28.57
Alex Bangura,SLE,DF,['Cambuur'],29,2449.0,1,3,0,0.11,77.55,65.85
Alex Cordaz,Italy,GK,['Inter'],1,26.0,0,0,0,0.0,55.0,0.0
Alex Ferrari,Italy,DF,"['Sampdoria', 'Cremonese']",28,1875.0,0,0,0,0.0,79.1,57.14
Alex Gutiérrez,Mexico,MF,['Necaxa'],1,5.0,0,0,0,0.0,0.0,0.0
Alex Iwobi,NGA,MF,"['Everton', 'Fulham']",77,6251.0,8,11,0,0.07,76.31,54.81
Alex Král,CZE,MF,"['Union Berlin', 'Schalke 04']",56,3837.0,0,0,0,0.0,69.5,71.43
Alex Marques,Portugal,DF,['Boavista'],2,99.0,0,0,0,0.0,77.55,100.0
Alex Matos,England,MF,['Chelsea'],1,1.0,0,0,0,0.0,0.0,0.0
Alex McCarthy,England,GK,['Southampton'],6,540.0,0,0,0,0.0,60.24,0.0
Alex Mendez,United States,Other,"['FC Juárez', 'Vizela']",47,1850.0,1,3,0,0.03,76.41,50.0
Alex Meret,Italy,GK,['Napoli'],69,6193.0,0,0,0,0.0,86.19,0.0
Alex Mighten,England,MF,"[""Nott'ham Forest"", 'Kortrijk']",11,252.0,0,0,0,0.0,76.79,100.0
Alex Mortensen,Sweden,Other,['Groningen'],2,10.0,0,0,0,0.0,50.0,0.0
Alex Murphy,IRL,Other,['Newcastle Utd'],2,13.0,0,0,0,0.0,100.0,100.0
Alex Oxlade-Chamberlain,England,Other,['Liverpool'],9,335.0,1,0,0,0.14,70.75,80.0
Alex Padilla,Spain,GK,['UNAM'],10,900.0,0,0,0,0.0,71.69,0.0
Alex Sandro,Brazil,DF,['Juventus'],41,2508.0,1,1,0,0.1,86.14,56.25
Alex Scott,England,MF,['Bournemouth'],30,1463.0,2,1,0,0.09,77.9,61.54
Alex Sola,Spain,DF,"['Getafe', 'Alavés', 'Real Sociedad']",42,1654.0,0,3,0,0.0,68.17,53.33
Alex Telles,Brazil,DF,['Sevilla'],27,1427.0,0,2,0,0.0,74.45,61.9
Alex Timossi Andersson,Sweden,Other,['Heerenveen'],12,260.0,0,0,0,0.0,66.67,50.0
Alexander Bah,DEN,DF,['Benfica'],65,4808.0,3,8,0,0.1,78.36,64.38
Alexander Brunst,Germany,GK,['Darmstadt 98'],3,270.0,0,0,0,0.0,68.67,0.0
Alexander Callens,PER,DF,['Girona'],6,120.0,0,0,0,0.0,83.87,100.0
Alexander Djiku,GHA,DF,['Strasbourg'],31,2677.0,1,2,0,0.06,80.62,67.92
Alexander Hack,Germany,DF,['Mainz 05'],19,1132.0,0,0,0,0.0,73.38,60.0
Alexander Isak,Sweden,FW,"['Liverpool', 'Newcastle Utd', 'Real Sociedad']",56,4036.0,32,3,7,0.25,76.21,40.0
Alexander Jakobsen,EGY,Other,['RKC Waalwijk'],5,70.0,0,0,0,0.0,62.86,100.0
Alexander Meyer,Germany,GK,['Dortmund'],15,1325.0,0,0,0,0.0,84.47,100.0
Alexander Nübel,Germany,GK,"['Monaco', 'Stuttgart']",73,6570.0,0,0,0,0.0,78.69,100.0
Alexander Prass,Austria,Other,['Hoffenheim'],6,183.0,0,0,0,0.0,73.97,50.0
Alexander Røssing-Lelesiit,NOR,Other,['Hamburger SV'],4,185.0,0,0,0,0.0,83.33,40.0
Alexander Schmidt,Austria,FW,['Vizela'],10,321.0,0,0,0,0.0,56.58,100.0
Alexander Schwolow,Germany,GK,"['Union Berlin', 'Schalke 04']",24,2125.0,0,0,0,0.0,67.04,0.0
Alexander Sørloth,NOR,FW,"['RB Leipzig', 'Villarreal', 'Atlético Madrid', 'Real Sociedad']",75,5168.0,37,9,0,0.25,71.27,50.0
Alexandre Alemão,Brazil,FW,['Rayo Vallecano'],4,200.0,0,0,0,0.0,62.86,0.0
Alexandre Brito,Portugal,Other,['Sporting CP'],2,89.0,0,0,0,0.0,90.91,60.0
Alexandre Coeff,France,DF,['Auxerre'],7,586.0,0,1,0,0.0,81.3,50.0
Alexandre De Bruyn,Belgium,Other,['Kortrijk'],4,121.0,0,0,0,0.0,92.98,100.0
Alexandre Guedes,Portugal,FW,['Paços de Ferreira'],16,791.0,1,1,1,0.05,68.46,71.43
Alexandre Lacazette,France,FW,['Lyon'],64,5222.0,46,7,8,0.28,71.58,56.45
Alexandre Letellier,France,GK,['Paris S-G'],1,11.0,0,0,0,0.0,100.0,0.0
Alexandre Miguel Barros Soares,Portugal,MF,['Estoril'],6,249.0,0,0,0,0.0,71.43,44.44
Alexandre Oukidja,ALG,GK,['Metz'],34,2987.0,0,0,0,0.0,51.2,50.0
Alexandre Penetra,Portugal,DF,"['AZ Alkmaar', 'Famalicão']",85,6862.0,2,3,0,0.04,84.48,68.24
Alexandre Pinto,Portugal,DF,"['Gil Vicente FC', 'Arouca']",28,1887.0,0,1,0,0.0,70.54,70.45
Alexandre Sola,AND,MF,['Estrela'],1,21.0,0,0,0,0.0,100.0,0.0
Alexandre Stanic,Belgium,FW,"['Charleroi', 'Antwerp']",2,14.0,0,0,0,0.0,80.0,0.0
Alexandro Calut,Belgium,Other,['Standard Liège'],10,219.0,0,0,0,0.0,77.05,33.33
Alexei Dominguez,Mexico,Other,['Pachuca'],28,970.0,0,2,0,0.0,73.13,84.85
Alexis Beka Beka,France,Other,['Nice'],14,545.0,0,0,0,0.0,77.89,31.25
Alexis Blin,France,MF,['Lecce'],66,4018.0,1,2,0,0.03,82.49,56.86
Alexis Canelo,Argentina,FW,['Tijuana'],37,3120.0,6,3,2,0.08,63.51,65.12
Alexis Claude-Maurice,France,MF,"['Augsburg', 'Lens', 'Nice']",43,1342.0,5,3,0,0.13,81.88,53.33
Alexis De Sart,Belgium,MF,['RWDM'],7,484.0,0,2,0,0.0,67.61,60.0
Alexis Flips,France,FW,"['Charleroi', 'Reims', 'Anderlecht']",56,2638.0,4,6,0,0.05,67.58,54.79
Alexis Francisco Peña,Mexico,DF,['Necaxa'],88,7602.0,4,1,0,0.12,81.15,61.02
Alexis Gutiérrez,Mexico,MF,['Cruz Azul'],60,3074.0,3,6,0,0.08,82.81,58.97
Alexis Mac Allister,Argentina,MF,"['Brighton', 'Liverpool']",73,5785.0,15,8,7,0.12,86.3,55.75
Alexis Saelemaekers,Belgium,Other,"['Bologna', 'Milan']",65,3704.0,7,6,0,0.1,78.12,65.82
Alexis Sánchez,CHI,Other,"['Marseille', 'Inter', 'Sevilla']",62,3674.0,17,9,3,0.21,73.64,69.44
Alexis Tibidi,France,Other,['Troyes'],3,74.0,0,0,0,0.0,82.61,100.0
Alexis Vega,Mexico,FW,"['Guadalajara', 'Toluca']",80,5904.0,25,22,3,0.12,75.1,68.04
Alexis Vossah,France,MF,['Toulouse'],3,59.0,1,0,0,0.5,78.26,0.0
Alexsandro Ribeiro,Brazil,DF,['Lille'],54,4146.0,3,0,0,0.08,89.83,62.86
Alfa Semedo,GNB,MF,['Vitória'],1,26.0,0,0,0,0.0,100.0,100.0
Alfie Devine,England,MF,['Westerlo'],21,1606.0,4,0,0,0.1,76.26,60.87
Alfie Doughty,England,DF,['Luton Town'],37,2925.0,2,8,0,0.08,66.49,63.49
Alfie Gilchrist,England,DF,['Chelsea'],11,207.0,1,0,0,0.2,85.82,0.0
Alfon,Spain,Other,['Sevilla'],3,163.0,1,0,0,0.2,77.5,0.0
Alfons Sampsted,ISL,DF,['Twente'],36,1998.0,0,2,0,0.0,81.61,60.42
Alfonso,MOZ,MF,['Oostende'],20,1297.0,0,0,0,0.0,72.12,69.57
Alfonso Alvarado,Mexico,Other,"['Monterrey', 'León']",80,3330.0,11,4,0,0.11,72.59,65.96
Alfonso Blanco Antúnez,Mexico,GK,['León'],28,2520.0,0,0,0,0.0,76.54,100.0
Alfonso Emilio Sánchez,Mexico,Other,['Mazatlán'],20,647.0,2,0,0,0.2,75.65,52.0
Alfonso Espino,Uruguay,DF,"['Rayo Vallecano', 'Cádiz']",71,5720.0,0,5,0,0.0,69.26,65.58
Alfonso González,Mexico,Other,"['Monterrey', 'Pachuca']",73,3852.0,17,13,0,0.15,73.85,61.68
Alfonso Pedraza,Spain,DF,['Villarreal'],50,2923.0,1,6,0,0.03,76.5,60.0
Alfonso Trezza,Uruguay,Other,['Arouca'],57,3260.0,5,2,0,0.09,66.83,70.97
Alfred Duncan,GHA,MF,['Fiorentina'],55,2991.0,3,5,0,0.09,77.77,60.38
Alfredo Gutierrez,Mexico,DF,['Necaxa'],1,82.0,0,0,0,0.0,73.91,75.0
Alfredo Talavera,Mexico,GK,['FC Juárez'],51,4529.0,0,0,0,0.0,73.48,0.0
Alfreð Finnbogason,ISL,FW,['Eupen'],27,1123.0,1,3,0,0.04,62.81,40.0
Alhassan Yusuf,NGA,MF,['Antwerp'],43,2666.0,0,3,0,0.0,83.7,64.04
Ali Abdi,TUN,DF,['Nice'],1,45.0,0,0,0,0.0,76.47,0.0
Ali Akman,TUR,Other,['Dender'],4,44.0,1,0,0,1.0,69.57,66.67
Ali Alipour,IRN,FW,['Gil Vicente FC'],34,1331.0,4,1,1,0.14,65.92,46.67
Ali Gholizadeh,IRN,Other,['Charleroi'],20,971.0,1,1,0,0.04,73.88,42.86
Ali Houary,MAR,MF,['Elche'],2,123.0,0,0,0,0.0,87.04,50.0
Ali Jasim,IRQ,Other,['Almere City'],11,437.0,1,0,0,0.09,82.78,75.0
Ali Maamar,MAR,Other,['Anderlecht'],6,425.0,0,0,0,0.0,80.0,50.0
Ali Ávila,Mexico,FW,"['Monterrey', 'UNAM']",26,603.0,3,0,0,0.2,73.38,57.14
Alidu Seidu,GHA,DF,"['Rennes', 'Clermont Foot']",57,4380.0,0,2,0,0.0,84.17,60.91
Alieu Fadera,GAM,MF,"['Sassuolo', 'Zulte Waregem', 'Genk']",57,4016.0,10,8,0,0.14,70.74,66.88
Alieu Njie,Sweden,FW,['Torino'],1,4.0,0,0,0,0.0,0.0,0.0
Alimami Gory,MLI,Other,['Paris FC'],4,133.0,1,0,0,0.5,90.62,100.0
Aliou Badara Baldé,GUI,Other,['Nice'],7,69.0,0,0,0,0.0,50.0,25.0
Alioune Ndour,SEN,Other,"['Zulte Waregem', 'Estrela']",33,1367.0,6,5,0,0.14,56.62,90.48
Alireza Jahanbakhsh,IRN,FW,"['Heerenveen', 'Feyenoord']",63,3131.0,8,11,1,0.07,66.59,57.33
Alisson,Brazil,GK,['Liverpool'],71,6390.0,0,1,0,0.0,85.54,0.0
Aljoscha Kemlein,Germany,MF,['Union Berlin'],5,75.0,0,0,0,0.0,81.82,100.0
Allahyar Sayyadmanesh,IRN,Other,['Westerlo'],33,2194.0,6,5,2,0.09,59.62,71.79
Allan Nyom,CMR,FW,['Getafe'],1,14.0,0,0,0,0.0,16.67,0.0
Allan Saint-Maximin,France,FW,['Newcastle Utd'],25,1120.0,1,5,0,0.04,70.69,30.0
Allano,Brazil,Other,['Santa Clara'],20,1132.0,1,0,1,0.1,66.33,81.25
Almamy Touré,MLI,DF,['Eint Frankfurt'],7,398.0,0,1,0,0.0,81.03,53.85
Almeida,Brazil,DF,['Estrela'],7,486.0,0,1,0,0.0,77.02,83.33
Almoatasem Al Musrati,LBY,MF,"['Hellas Verona', 'Braga']",41,3168.0,6,2,2,0.13,83.93,56.32
Alois Confais,France,Other,['Le Havre'],2,7.0,0,0,0,0.0,77.78,100.0
Alois Oroz,CRO,DF,['Vitesse'],43,2909.0,2,0,0,0.08,78.08,70.83
Alonso Aceves,Mexico,DF,['Pachuca'],21,1643.0,1,0,0,0.08,81.45,58.14
Alonso Escoboza,Mexico,DF,"['Cruz Azul', 'Mazatlán']",47,1727.0,3,1,0,0.12,68.37,78.95
Alonso Ramírez,Mexico,MF,['Atlas'],2,53.0,0,0,0,0.0,81.82,33.33
Alonzo Engwanda,Belgium,MF,['Utrecht'],21,1270.0,0,0,0,0.0,83.76,71.11
Alou Kuol,AUS,FW,['Stuttgart'],1,5.0,0,0,0,0.0,100.0,0.0
Alouis Diriken,Belgium,MF,['Sint-Truiden'],2,147.0,0,0,0,0.0,86.05,0.0
Aloísio Souza Genézio,Brazil,MF,['Estrela'],24,1491.0,0,1,0,0.0,76.73,68.18
Alpha Touré,SEN,Other,['Metz'],6,192.0,0,0,0,0.0,84.68,83.33
Alphadjo Cissè,Italy,FW,['Hellas Verona'],1,8.0,0,0,0,0.0,100.0,0.0
Alphonse Areola,France,GK,['West Ham'],38,3188.0,0,0,0,0.0,65.8,100.0
Alphonso Davies,CAN,DF,['Bayern Munich'],55,4107.0,3,9,0,0.09,87.29,56.52
Altay Bayındır,TUR,GK,['Manchester Utd'],6,540.0,0,0,0,0.0,63.54,0.0
Alysson Silva,Brazil,DF,['Santa Clara'],2,163.0,0,0,0,0.0,90.35,100.0
Alán Bautista,Mexico,MF,['Pachuca'],37,1662.0,5,2,0,0.17,78.31,66.67
Alán Montes,Mexico,DF,['Necaxa'],52,3926.0,4,1,0,0.11,75.05,64.89
Amad Diallo,CIV,Other,['Manchester Utd'],14,747.0,1,1,0,0.05,87.95,45.0
Amadou Ba-Sy,France,Other,['Vizela'],7,119.0,0,0,0,0.0,64.0,100.0
Amadou Dante,MLI,Other,['Arouca'],16,1059.0,0,0,0,0.0,75.76,66.67
Amadou Diallo,England,MF,['Newcastle Utd'],1,1.0,0,0,0,0.0,100.0,0.0
Amadou Diawara,GUI,MF,['Anderlecht'],33,2151.0,1,1,0,0.07,83.39,67.92
Amadou Haidara,MLI,MF,['RB Leipzig'],52,2956.0,4,2,0,0.1,83.57,56.72
Amadou Keita,GUI,Other,['Eupen'],24,1363.0,1,1,0,0.07,81.12,66.67
Amadou Koné,MLI,MF,['Reims'],16,475.0,0,0,0,0.0,79.69,61.54
Amadou Onana,Belgium,MF,"['Everton', 'Aston Villa']",65,4732.0,3,2,0,0.05,83.72,56.46
Amady Camara,MLI,Other,['Nantes'],5,119.0,0,0,0,0.0,64.29,100.0
Amando Lapage,Belgium,DF,"['Westerlo', 'Anderlecht']",3,123.0,0,0,0,0.0,81.32,25.0
Amar Ahmed,Sweden,FW,"['Troyes', 'Willem II']",23,723.0,1,0,0,0.07,70.19,41.67
Amara Conde,Germany,MF,['Heerenveen'],15,734.0,0,1,0,0.0,83.56,75.0
Amari'i Bell,JAM,DF,['Luton Town'],21,1720.0,0,0,0,0.0,77.25,66.0
Amath,SEN,Other,['Mallorca'],43,1621.0,2,0,0,0.06,70.63,65.79
Amaury Escoto,Mexico,Other,"['Puebla', 'FC Juárez']",23,682.0,3,1,0,0.17,66.93,25.0
Amaury García,Mexico,Other,['Cruz Azul'],5,22.0,0,0,0,0.0,78.57,0.0
Amaury Morales,Mexico,Other,['Cruz Azul'],29,670.0,1,3,0,0.08,87.89,71.43
Ameen Al-Dakhil,Belgium,DF,"['Sint-Truiden', 'Burnley', 'Stuttgart']",30,2455.0,1,0,0,0.08,82.84,61.76
Amin Sarr,Sweden,FW,"['Heerenveen', 'Hellas Verona', 'Lyon', 'Wolfsburg']",55,2868.0,6,5,0,0.08,74.37,63.33
Amin Younes,Germany,Other,['Utrecht'],10,337.0,0,2,0,0.0,81.54,55.56
Amine Adli,MAR,Other,"['Leverkusen', 'Bournemouth']",54,2484.0,9,9,0,0.14,77.23,45.45
Amine Benchaib,MAR,MF,['Kortrijk'],3,71.0,0,0,0,0.0,66.67,50.0
Amine Boukamir,MAR,MF,['Charleroi'],1,11.0,0,0,0,0.0,66.67,0.0
Amine Boutrah,France,FW,['Vitesse'],29,1822.0,3,2,0,0.07,80.19,68.75
Amine El Ouazzani,MAR,FW,['Braga'],33,1604.0,7,1,0,0.18,71.07,58.82
Amine Gouiri,ALG,Other,"['Marseille', 'Rennes', 'Nice']",72,5167.0,22,6,0,0.13,79.99,57.58
Amine Harit,MAR,Other,['Marseille'],38,2336.0,1,2,0,0.03,83.75,58.82
Amine Lachkar,Netherlands,MF,['Willem II'],23,1741.0,0,0,0,0.0,86.7,59.65
Amine Messoussa,ALG,FW,['Lille'],1,1.0,0,0,0,0.0,0.0,0.0
Amine Oudrhiri,MAR,MF,"['Rio Ave', 'Estrela']",72,4372.0,1,0,0,0.07,88.75,63.77
Amine Salama,France,FW,"['Angers', 'Reims']",36,1562.0,3,1,0,0.1,72.08,81.82
Amir Ismaïl,Netherlands,FW,['Heerenveen'],1,13.0,0,0,0,0.0,60.0,0.0
Amir Richardson,MAR,MF,['Reims'],28,1352.0,3,1,0,0.18,82.03,69.7
Amir Rrahmani,KVX,DF,['Napoli'],61,5228.0,5,1,0,0.1,90.61,69.57
Amirhossein Hosseinzadeh,IRN,Other,['Charleroi'],23,1097.0,2,2,0,0.09,80.79,64.29
Amos Pieper,Germany,DF,['Werder Bremen'],36,2547.0,2,1,0,0.13,77.21,65.0
Amourrichio Van Axel Dongen,Netherlands,FW,['Ajax'],3,55.0,0,0,0,0.0,60.0,0.0
Anan Khalaili,ISR,Other,['Union SG'],24,1500.0,1,2,0,0.03,69.55,61.02
Anas Ouahim,Germany,Other,['Heracles Almelo'],18,1219.0,2,1,0,0.08,78.04,56.76
Anas Tahiri,Belgium,MF,"['Heerenveen', 'Almere City']",82,5538.0,5,10,4,0.18,88.3,58.57
Anass Salah-Eddine,Netherlands,DF,"['Ajax', 'Twente']",44,2239.0,2,4,0,0.11,83.06,67.65
Anass Zaroury,MAR,FW,"['Charleroi', 'Burnley']",11,386.0,2,0,0,0.29,69.54,0.0
Anastasios Douvikas,GRE,FW,"['Como', 'Utrecht', 'Celta Vigo']",71,3471.0,27,5,3,0.24,65.91,60.0
Anatolii Trubin,UKR,GK,['Benfica'],60,5400.0,0,0,0,0.0,84.36,100.0
Ander Barrenetxea,Spain,Other,['Real Sociedad'],59,2875.0,8,5,0,0.11,71.55,67.24
Ander Capa,Spain,DF,['Athletic Club'],7,109.0,0,0,0,0.0,81.32,100.0
Ander Guevara,Spain,MF,"['Alavés', 'Real Sociedad']",49,3310.0,2,0,0,0.11,76.72,53.12
Ander Herrera,Spain,MF,['Athletic Club'],40,1727.0,0,4,0,0.0,84.15,67.74
Ander Martin,Spain,Other,['Real Sociedad'],3,41.0,0,0,0,0.0,50.0,100.0
Anders Dreyer,DEN,FW,['Anderlecht'],60,4787.0,22,15,3,0.15,71.13,51.43
Anderson,Brazil,FW,"['Portimonense', 'Vitória']",36,1726.0,4,0,0,0.06,68.62,28.57
Anderson Carvalho,Brazil,MF,['Santa Clara'],11,491.0,0,0,0,0.0,73.16,42.11
Anderson Cordeiro,Brazil,Other,['Casa Pia'],2,24.0,0,0,0,0.0,60.0,100.0
Anderson Duarte,Uruguay,Other,"['Mazatlán', 'Toluca']",16,719.0,2,1,0,0.17,75.0,64.71
Anderson Jesus,Brazil,DF,['Vizela'],59,5156.0,3,0,0,0.11,82.56,71.88
Anderson Santamaría,PER,DF,"['Atlas', 'Santos']",67,5150.0,1,3,0,0.06,82.69,65.25
Andi Zeqiri,SUI,FW,"['Standard Liège', 'Genk']",45,2451.0,14,2,5,0.14,69.43,50.0
Andoni Gorosabel,Spain,DF,"['Alavés', 'Athletic Club', 'Real Sociedad']",66,4631.0,1,0,0,0.03,81.86,64.76
Andre Brooks,England,Other,['Sheffield Utd'],20,938.0,0,0,0,0.0,75.38,59.09
Andre-Frank Zambo Anguissa,CMR,MF,['Napoli'],75,6229.0,4,8,0,0.04,87.45,57.98
Andrea Barberis,Italy,MF,['Monza'],9,338.0,0,1,0,0.0,84.34,28.57
Andrea Belotti,Italy,FW,"['Roma', 'Cagliari', 'Benfica', 'Fiorentina']",77,3419.0,11,4,1,0.11,69.18,45.71
Andrea Cambiaso,Italy,DF,"['Bologna', 'Juventus']",69,4804.0,2,6,0,0.04,83.91,62.62
Andrea Carboni,Italy,DF,['Monza'],25,1654.0,1,0,0,0.05,84.85,58.54
Andrea Colpani,Italy,MF,['Monza'],65,3605.0,12,5,0,0.13,77.05,61.54
Andrea Consigli,Italy,GK,['Sassuolo'],70,6300.0,0,0,0,0.0,73.93,0.0
Andrea Conti,Italy,DF,['Sampdoria'],1,23.0,0,0,0,0.0,54.55,0.0
Andrea Ferraris,Italy,MF,['Monza'],1,10.0,0,0,0,0.0,100.0,100.0
Andrea Ghion,Italy,Other,['Sassuolo'],1,10.0,0,0,0,0.0,50.0,100.0
Andrea Librici,Belgium,FW,['Sint-Truiden'],1,9.0,0,0,0,0.0,0.0,100.0
Andrea Petagna,Italy,FW,"['Cagliari', 'Monza']",49,2658.0,5,6,1,0.09,72.21,63.64
Andrea Pinamonti,Italy,FW,['Sassuolo'],76,5744.0,18,1,3,0.11,65.2,60.0
Andrea Ranocchia,Italy,DF,['Monza'],1,47.0,0,0,0,0.0,84.21,33.33
Andrea Sodero,Italy,MF,['Empoli'],1,5.0,0,0,0,0.0,0.0,0.0
Andreas Bruus,DEN,Other,['Troyes'],27,1628.0,0,2,0,0.0,69.86,50.0
Andreas Christensen,DEN,DF,['Barcelona'],58,4025.0,3,3,0,0.12,94.38,67.39
Andreas Hanche-Olsen,NOR,DF,"['Mainz 05', 'Gent']",45,3214.0,2,4,0,0.13,75.37,62.12
Andreas Hountondji,BEN,FW,"['Standard Liège', 'St. Pauli']",15,625.0,4,0,0,0.25,60.61,0.0
Andreas Ivan,ROU,MF,['Schalke 04'],1,46.0,0,0,0,0.0,81.82,0.0
Andreas Jungdal,DEN,GK,['Westerlo'],8,720.0,0,0,0,0.0,68.34,0.0
Andreas Luthe,Germany,GK,['Bochum'],1,90.0,0,0,0,0.0,51.02,0.0
Andreas Müller,Germany,MF,['Darmstadt 98'],11,349.0,0,0,0,0.0,76.79,64.29
Andreas Ntoi,GRE,DF,['Rio Ave'],16,1364.0,0,0,0,0.0,82.7,76.19
Andreas Pereira,Brazil,MF,['Fulham'],70,5305.0,7,13,1,0.06,68.26,48.84
Andreas Samaris,GRE,MF,['Rio Ave'],24,1406.0,0,1,0,0.0,83.03,44.12
Andreas Schjelderup,NOR,FW,['Benfica'],21,525.0,1,3,0,0.05,81.58,66.67
Andreas Skov Olsen,DEN,FW,"['Club Brugge', 'Wolfsburg']",72,4920.0,26,13,2,0.16,75.38,66.04
Andreas Verstraeten,Belgium,MF,['Antwerp'],10,457.0,0,0,0,0.0,82.67,66.67
Andrei Girotto,Brazil,Other,['Nantes'],36,3149.0,1,1,0,0.04,82.57,59.84
Andrei Ratiu,ROU,Other,['Rayo Vallecano'],19,1260.0,0,0,0,0.0,80.41,40.91
Andrej Ilic,SRB,FW,"['Union Berlin', 'Lille']",7,459.0,0,5,0,0.0,61.9,0.0
Andrej Kramarić,CRO,Other,['Hoffenheim'],68,4916.0,28,10,10,0.22,79.23,25.0
Andres Montaño,Mexico,MF,"['Mazatlán', 'Cruz Azul']",69,3700.0,8,3,1,0.11,77.95,62.32
Andres Sfait,ROU,Other,['Salernitana'],2,23.0,0,0,0,0.0,66.67,100.0
Andrew,Brazil,GK,['Gil Vicente FC'],89,7981.0,0,0,0,0.0,76.59,100.0
Andrew Gravillon,GLP,DF,"['Torino', 'Reims']",20,1350.0,0,0,0,0.0,75.82,57.89
Andrew Hjulsager,DEN,Other,['Gent'],40,2295.0,2,4,0,0.04,68.6,73.21
Andrew Moran,IRL,FW,['Brighton'],1,12.0,0,0,0,0.0,50.0,0.0
Andrew Omobamidele,IRL,DF,"['Strasbourg', ""Nott'ham Forest""]",14,836.0,0,0,0,0.0,88.4,30.0
Andrew Robertson,Scotland,DF,['Liverpool'],59,4360.0,3,10,0,0.12,80.02,61.64
Andrey Lunyov,RUS,GK,['Leverkusen'],1,90.0,0,0,0,0.0,79.55,0.0
Andrey Santos,Brazil,MF,"['Strasbourg', ""Nott'ham Forest"", 'Chelsea']",17,1013.0,1,0,0,0.06,86.61,63.64
Andrezinho,Portugal,Other,['Santa Clara'],18,539.0,1,0,0,0.11,76.92,37.5
Andri Fannar Baldursson,ISL,MF,['NEC Nijmegen'],11,213.0,0,0,0,0.0,78.64,75.0
Andri Guðjohnsen,ISL,FW,['Gent'],26,1257.0,4,1,0,0.19,72.3,66.67
Andrian Kraev,BUL,MF,['Casa Pia'],26,1664.0,1,0,0,0.09,77.64,52.38
Andries Noppert,Netherlands,GK,['Heerenveen'],56,4964.0,0,1,0,0.0,71.46,0.0
Andrija Bulatović,MNE,MF,['Lens'],1,2.0,0,0,0,0.0,33.33,0.0
Andrija Maksimović,SRB,FW,['RB Leipzig'],1,1.0,0,0,0,0.0,0.0,0.0
Andrija Vukčević,MNE,Other,['FC Juárez'],21,1396.0,1,0,0,0.12,72.64,64.29
Andriy Lunin,UKR,GK,['Real Madrid'],28,2520.0,0,0,0,0.0,87.91,0.0
Andros Townsend,England,Other,['Luton Town'],27,1210.0,1,3,0,0.05,70.37,61.9
András Németh,HUN,FW,['Genk'],15,371.0,1,1,0,0.12,69.47,100.0
András Schäfer,HUN,MF,['Union Berlin'],39,2197.0,1,2,0,0.03,74.45,50.94
André,Brazil,MF,['Wolves'],6,353.0,0,0,0,0.0,91.38,45.45
André Amaro,Portugal,DF,['Vitória'],27,2361.0,1,1,0,0.08,86.44,63.83
André André,Portugal,MF,['Vitória'],38,2006.0,1,3,0,0.07,86.85,54.05
André Ayew,GHA,FW,"['Le Havre', ""Nott'ham Forest""]",32,1420.0,5,0,0,0.14,73.75,70.0
André Bukia,Congo DR,Other,['Arouca'],24,1187.0,3,1,0,0.12,75.86,62.5
André Candeias,Portugal,Other,['Farense'],2,35.0,0,0,0,0.0,63.64,0.0
André Castro,Portugal,MF,"['Moreirense', 'Braga']",42,1224.0,2,2,0,0.13,81.7,64.71
André Ferreira,Portugal,GK,['Granada'],15,1340.0,0,0,0,0.0,72.09,0.0
André Franco,Portugal,Other,['Porto'],49,1573.0,3,1,0,0.14,81.81,68.42
