id1,id2,score,notes
FBRef_004042,TM_059590,0.869047619,comparators=4
FBRef_000074,TM_020946,0.869047619,comparators=4
FBRef_003490,TM_059614,0.869047619,comparators=4
FBRef_002647,TM_005056,0.869047619,comparators=4
FBRef_003292,TM_068667,0.869047619,comparators=4
FBRef_004610,TM_066370,0.868974359,comparators=4
FBRef_001108,TM_064812,0.86884058,comparators=4
FBRef_000477,TM_037462,0.868833333,comparators=4
FBRef_000478,TM_030398,0.868833333,comparators=4
FBRef_005684,TM_017979,0.868833333,comparators=4
FBRef_000627,TM_030292,0.868833333,comparators=4
FBRef_000690,TM_025455,0.868833333,comparators=4
FBRef_006416,TM_036176,0.868833333,comparators=4
FBRef_002469,TM_008980,0.868833333,comparators=4
FBRef_004864,TM_024079,0.868833333,comparators=4
FBRef_001478,TM_016281,0.868833333,comparators=4
FBRef_004843,TM_026331,0.868833333,comparators=4
