id1,id2,score,notes
FM_047836,TM_010320,0.984761905,comparators=7
FM_152020,TM_031622,0.984761905,comparators=7
FM_045197,TM_024705,0.984761905,comparators=7
FM_042438,TM_042899,0.984761905,comparators=7
FM_047462,TM_040916,0.984761905,comparators=7
FM_050228,TM_041361,0.984761905,comparators=7
FM_156604,TM_021796,0.984666667,comparators=7
FM_083471,TM_038940,0.984606061,comparators=7
FM_105908,TM_026264,0.984583333,comparators=7
FM_105727,TM_005054,0.984583333,comparators=7
FM_106683,TM_025495,0.984583333,comparators=7
FM_046855,TM_053956,0.984583333,comparators=7
FM_042754,TM_008401,0.984583333,comparators=7
FM_045146,TM_046466,0.98452381,comparators=7
FM_042459,TM_040553,0.98452381,comparators=7
FM_042598,TM_005056,0.98452381,comparators=7
FM_059724,TM_050688,0.98452381,comparators=7
FM_042803,TM_016076,0.98452381,comparators=7
FM_105436,TM_028120,0.984487179,comparators=7
FM_105986,TM_016487,0.984487179,comparators=7
FM_106084,TM_014377,0.984487179,comparators=7
FM_107798,TM_031186,0.984487179,comparators=7
FM_044131,TM_023903,0.984479167,comparators=7
FM_130946,TM_027412,0.984444444,comparators=7
FM_131156,TM_003641,0.984444444,comparators=7
FM_128552,TM_005141,0.984444444,comparators=7
FM_073709,TM_024079,0.984416667,comparators=7
FM_074110,TM_016281,0.984416667,comparators=7
FM_000459,TM_063978,0.984393939,comparators=7
FM_092543,TM_052844,0.984358974,comparators=7
FM_157589,TM_040816,0.984358974,comparators=7
FM_153978,TM_042782,0.984358974,comparators=7
FM_155087,TM_024647,0.984358974,comparators=7
FM_154330,TM_037503,0.984358974,comparators=7
FM_152759,TM_007766,0.984358974,comparators=7
FM_155141,TM_039229,0.984358974,comparators=7
FM_153066,TM_016098,0.984358974,comparators=7
FM_153184,TM_026346,0.984358974,comparators=7
FM_130923,TM_009140,0.984333333,comparators=7
FM_110562,TM_023065,0.984333333,comparators=7
FM_151774,TM_035745,0.984166667,comparators=7
FM_076733,TM_059865,0.984166667,comparators=7
FM_076920,TM_047833,0.984166667,comparators=7
FM_074050,TM_000769,0.984166667,comparators=7
FM_153106,TM_059435,0.984166667,comparators=7
FM_109485,TM_046912,0.984166667,comparators=7
FM_154683,TM_017505,0.984166667,comparators=7
FM_106157,TM_015966,0.984166667,comparators=7
FM_045284,TM_015378,0.984047619,comparators=7
FM_052782,TM_016080,0.984047619,comparators=7
FM_109878,TM_065074,0.984047619,comparators=7
FM_113802,TM_010633,0.984035714,comparators=7
FM_106877,TM_063086,0.984035714,comparators=7
FM_109136,TM_042038,0.984,comparators=7
FM_112139,TM_015996,0.984,comparators=7
FM_075428,TM_034739,0.984,comparators=7
FM_157999,TM_047176,0.983988095,comparators=7
FM_151849,TM_026415,0.983958333,comparators=7
FM_152046,TM_011088,0.983958333,comparators=7
FM_044046,TM_029392,0.983939394,comparators=7
FM_153819,TM_051622,0.983939394,comparators=7
FM_046149,TM_012344,0.983939394,comparators=7
FM_153395,TM_028491,0.983939394,comparators=7
FM_153186,TM_008885,0.983939394,comparators=7
FM_183320,TM_059537,0.983933333,comparators=7
FM_160026,TM_025036,0.983916667,comparators=7
FM_106296,TM_065663,0.983888889,comparators=7
FM_053007,TM_006360,0.983854167,comparators=7
FM_042747,TM_036978,0.983851852,comparators=7
FM_044956,TM_049771,0.983851852,comparators=7
FM_043501,TM_029481,0.983851852,comparators=7
FM_074940,TM_066903,0.983821429,comparators=7
FM_078993,TM_049978,0.983809524,comparators=7
FM_158089,TM_062090,0.983809524,comparators=7
FM_076476,TM_041430,0.983787879,comparators=7
FM_008453,TM_037393,0.983787879,comparators=7
FM_076796,TM_042550,0.983787879,comparators=7
FM_157543,TM_032613,0.98375,comparators=7
FM_152407,TM_035113,0.98372549,comparators=7
FM_044753,TM_019792,0.98372549,comparators=7
FM_152238,TM_040833,0.983666667,comparators=7
FM_152149,TM_033455,0.983666667,comparators=7
FM_151700,TM_005244,0.983666667,comparators=7
FM_152037,TM_033542,0.983666667,comparators=7
FM_153655,TM_050158,0.983666667,comparators=7
FM_151906,TM_049872,0.983666667,comparators=7
FM_107814,TM_034002,0.983666667,comparators=7
FM_075023,TM_030392,0.983607843,comparators=7
FM_075253,TM_056039,0.983607843,comparators=7
FM_010938,TM_069067,0.983598485,comparators=7
FM_073822,TM_033249,0.983571429,comparators=7
FM_043565,TM_023796,0.983571429,comparators=7
FM_154130,TM_012619,0.983541667,comparators=7
FM_050507,TM_022787,0.983492063,comparators=7
FM_176933,TM_062606,0.983416667,comparators=7
FM_180292,TM_062843,0.983416667,comparators=7
FM_061781,TM_027293,0.983333333,comparators=7
FM_050858,TM_032201,0.983333333,comparators=7
FM_151725,TM_058473,0.983333333,comparators=7
FM_152031,TM_015327,0.983333333,comparators=7
FM_000922,TM_018815,0.983333333,comparators=7
FM_049534,TM_028958,0.983166667,comparators=7
FM_080186,TM_008974,0.983166667,comparators=7
FM_054380,TM_036119,0.983166667,comparators=7
FM_153038,TM_041573,0.983108974,comparators=7
FM_152921,TM_004364,0.983108974,comparators=7
FM_153264,TM_006139,0.983108974,comparators=7
FM_153272,TM_033429,0.983108974,comparators=7
FM_156207,TM_014028,0.983108974,comparators=7
FM_156520,TM_050152,0.983095238,comparators=7
FM_152267,TM_027029,0.983095238,comparators=7
FM_152077,TM_040828,0.983095238,comparators=7
FM_047825,TM_042734,0.983062558,comparators=7
FM_047134,TM_020392,0.983062558,comparators=7
FM_046376,TM_038117,0.982997199,comparators=7
FM_081105,TM_026552,0.982948718,comparators=7
FM_052567,TM_042814,0.982948718,comparators=7
FM_074715,TM_041260,0.982948718,comparators=7
FM_151688,TM_015963,0.982916667,comparators=7
FM_160769,TM_009068,0.982916667,comparators=7
FM_162034,TM_037534,0.982916667,comparators=7
FM_081413,TM_044094,0.982916667,comparators=7
FM_152523,TM_023530,0.982916667,comparators=7
FM_063733,TM_040413,0.982916667,comparators=7
FM_077145,TM_008666,0.982916667,comparators=7
FM_171658,TM_019967,0.982916667,comparators=7
FM_168089,TM_046398,0.982916667,comparators=7
FM_155001,TM_038359,0.982916667,comparators=7
FM_074599,TM_020129,0.982888889,comparators=7
FM_074171,TM_009335,0.982888889,comparators=7
FM_079402,TM_050442,0.982888889,comparators=7
FM_078730,TM_031102,0.982888889,comparators=7
FM_152385,TM_010966,0.982886905,comparators=7
FM_074554,TM_013087,0.982878788,comparators=7
FM_075141,TM_013090,0.982857143,comparators=7
FM_153862,TM_047971,0.982820513,comparators=7
FM_154186,TM_006352,0.982820513,comparators=7
FM_158909,TM_010988,0.982820513,comparators=7
FM_000504,TM_034122,0.982820513,comparators=7
FM_152762,TM_006329,0.982820513,comparators=7
FM_001012,TM_039913,0.982785088,comparators=7
FM_076603,TM_038521,0.982777778,comparators=7
FM_076955,TM_058628,0.982777778,comparators=7
FM_045888,TM_022387,0.982777778,comparators=7
FM_100249,TM_061441,0.982777778,comparators=7
FM_053448,TM_005208,0.982708333,comparators=7
FM_156607,TM_002646,0.982689394,comparators=7
FM_154622,TM_010961,0.982570124,comparators=7
FM_152672,TM_035290,0.982569444,comparators=7
FM_055694,TM_020501,0.9825,comparators=7
FM_156416,TM_067174,0.9825,comparators=7
FM_169700,TM_035910,0.9825,comparators=7
FM_153274,TM_029682,0.9825,comparators=7
FM_176092,TM_042256,0.9825,comparators=7
FM_153402,TM_058478,0.9825,comparators=7
FM_157573,TM_065140,0.9825,comparators=7
FM_153257,TM_004660,0.9825,comparators=7
FM_080149,TM_055480,0.98245098,comparators=7
FM_183352,TM_027270,0.982416667,comparators=7
FM_157255,TM_014982,0.982416667,comparators=7
FM_156879,TM_025973,0.982416667,comparators=7
FM_158463,TM_042378,0.982416667,comparators=7
FM_154389,TM_034932,0.982416667,comparators=7
FM_155590,TM_020470,0.982416667,comparators=7
FM_062628,TM_055946,0.982380952,comparators=7
FM_003791,TM_038175,0.982333333,comparators=7
FM_075764,TM_009915,0.982333333,comparators=7
FM_075448,TM_026240,0.982333333,comparators=7
FM_066460,TM_065723,0.982333333,comparators=7
FM_000731,TM_008923,0.982318841,comparators=7
FM_153882,TM_040682,0.982291667,comparators=7
FM_046833,TM_024760,0.982291667,comparators=7
FM_042374,TM_010641,0.982291667,comparators=7
FM_155325,TM_029661,0.982291667,comparators=7
FM_152735,TM_041808,0.982291667,comparators=7
FM_042991,TM_026534,0.982291667,comparators=7
FM_151971,TM_004619,0.982291667,comparators=7
FM_153623,TM_045037,0.982291667,comparators=7
FM_045955,TM_026878,0.982280702,comparators=7
FM_044883,TM_009516,0.982280702,comparators=7
FM_170360,TM_038741,0.982269358,comparators=7
FM_075561,TM_040702,0.982222222,comparators=7
FM_152585,TM_033065,0.982222222,comparators=7
FM_045011,TM_024672,0.982179487,comparators=7
FM_000261,TM_009959,0.982166667,comparators=7
FM_084287,TM_027874,0.982121212,comparators=7
FM_058957,TM_046155,0.982121212,comparators=7
FM_089230,TM_032781,0.982121212,comparators=7
FM_053442,TM_022207,0.982121212,comparators=7
FM_000032,TM_007861,0.982083333,comparators=7
FM_107143,TM_022763,0.982083333,comparators=7
FM_111319,TM_064580,0.982083333,comparators=7
FM_158558,TM_012004,0.982083333,comparators=7
FM_106750,TM_031755,0.982083333,comparators=7
FM_152556,TM_029856,0.982083333,comparators=7
FM_078160,TM_054581,0.982051282,comparators=7
FM_171811,TM_053064,0.982051282,comparators=7
FM_171404,TM_041107,0.982051282,comparators=7
FM_173506,TM_056253,0.982051282,comparators=7
FM_058191,TM_039142,0.982051282,comparators=7
FM_047458,TM_052739,0.982045455,comparators=7
FM_058112,TM_058510,0.982045455,comparators=7
FM_073787,TM_025207,0.982,comparators=7
FM_120722,TM_000320,0.982,comparators=7
FM_153670,TM_006431,0.982,comparators=7
FM_155091,TM_033056,0.982,comparators=7
FM_064740,TM_064906,0.981969697,comparators=7
FM_054932,TM_033201,0.981969697,comparators=7
FM_152295,TM_045804,0.981960784,comparators=7
FM_151710,TM_030683,0.981960784,comparators=7
FM_174325,TM_015822,0.981955128,comparators=7
FM_074168,TM_018056,0.981954545,comparators=7
FM_073838,TM_028673,0.981954545,comparators=7
FM_073613,TM_014041,0.981954545,comparators=7
FM_049011,TM_016166,0.981904762,comparators=7
FM_060263,TM_014404,0.981904762,comparators=7
FM_045430,TM_020627,0.981904762,comparators=7
FM_048490,TM_055712,0.981904762,comparators=7
FM_089993,TM_038800,0.981763975,comparators=7
FM_074648,TM_037754,0.981761905,comparators=7
FM_169385,TM_058215,0.981689498,comparators=7
FM_095541,TM_008468,0.981666667,comparators=7
FM_108035,TM_027493,0.981666667,comparators=7
FM_093325,TM_048527,0.981666667,comparators=7
FM_012911,TM_042605,0.981666667,comparators=7
FM_178224,TM_019554,0.981666667,comparators=7
FM_076814,TM_031652,0.981666667,comparators=7
FM_092226,TM_064270,0.981666667,comparators=7
FM_152052,TM_033664,0.981666667,comparators=7
FM_108304,TM_015464,0.981666667,comparators=7
FM_110527,TM_056971,0.981666667,comparators=7
FM_103768,TM_007241,0.981666667,comparators=7
FM_106902,TM_068466,0.981666667,comparators=7
FM_042695,TM_035425,0.981666667,comparators=7
FM_000345,TM_011543,0.981666667,comparators=7
FM_106007,TM_034096,0.981666667,comparators=7
FM_140004,TM_059797,0.981587302,comparators=7
FM_106182,TM_024752,0.981481481,comparators=7
FM_093311,TM_012750,0.981466667,comparators=7
FM_042515,TM_012326,0.981418129,comparators=7
FM_042569,TM_042053,0.981418129,comparators=7
FM_043329,TM_025130,0.981418129,comparators=7
FM_042384,TM_023570,0.981418129,comparators=7
FM_174069,TM_045284,0.981333333,comparators=7
FM_117222,TM_001154,0.981333333,comparators=7
FM_175599,TM_068756,0.981333333,comparators=7
FM_176615,TM_006657,0.981333333,comparators=7
FM_111302,TM_022838,0.981333333,comparators=7
FM_153430,TM_050787,0.981333333,comparators=7
FM_044304,TM_015164,0.981333333,comparators=7
FM_151925,TM_032432,0.981333333,comparators=7
FM_169586,TM_007826,0.981333333,comparators=7
FM_168967,TM_040226,0.981333333,comparators=7
FM_170455,TM_016819,0.981333333,comparators=7
FM_151960,TM_035058,0.981333333,comparators=7
FM_181094,TM_053077,0.981333333,comparators=7
FM_169786,TM_059331,0.981333333,comparators=7
FM_169393,TM_048016,0.981333333,comparators=7
FM_170937,TM_056286,0.981333333,comparators=7
FM_178864,TM_057606,0.981323529,comparators=7
FM_107611,TM_012065,0.981313131,comparators=7
FM_153596,TM_039866,0.981282051,comparators=7
FM_018346,TM_045975,0.98127451,comparators=7
FM_043086,TM_064760,0.98125,comparators=7
FM_042415,TM_043002,0.98125,comparators=7
FM_001268,TM_006094,0.98125,comparators=7
FM_172591,TM_057532,0.98125,comparators=7
FM_073566,TM_044940,0.981212121,comparators=7
FM_061002,TM_047911,0.981190476,comparators=7
FM_076556,TM_050392,0.981142857,comparators=7
FM_075774,TM_045591,0.981142857,comparators=7
FM_080757,TM_039787,0.981136364,comparators=7
FM_076153,TM_060077,0.981111111,comparators=7
FM_044471,TM_037952,0.981111111,comparators=7
FM_052214,TM_040869,0.981111111,comparators=7
FM_153117,TM_034225,0.981111111,comparators=7
FM_046365,TM_011879,0.981111111,comparators=7
FM_175996,TM_064502,0.981041667,comparators=7
FM_003275,TM_012590,0.981041667,comparators=7
FM_003391,TM_018261,0.981041667,comparators=7
FM_152070,TM_067028,0.981041667,comparators=7
FM_178946,TM_060163,0.981041667,comparators=7
FM_130354,TM_014302,0.981041667,comparators=7
FM_042985,TM_033683,0.981041667,comparators=7
FM_128870,TM_065472,0.981041667,comparators=7
FM_105355,TM_052632,0.981041667,comparators=7
FM_042363,TM_007879,0.981041667,comparators=7
FM_169527,TM_067438,0.981041667,comparators=7
FM_151787,TM_011473,0.980972222,comparators=7
FM_082502,TM_014709,0.980952381,comparators=7
FM_107923,TM_018498,0.980952381,comparators=7
FM_044908,TM_067233,0.980877193,comparators=7
FM_132563,TM_022330,0.980868687,comparators=7
FM_081509,TM_010507,0.980862745,comparators=7
FM_074025,TM_040381,0.980833333,comparators=7
FM_088722,TM_050664,0.980833333,comparators=7
FM_049282,TM_044593,0.980820513,comparators=7
FM_151857,TM_034223,0.980784314,comparators=7
FM_043467,TM_039523,0.980784314,comparators=7
FM_175319,TM_036773,0.980784314,comparators=7
FM_055597,TM_061539,0.980714286,comparators=7
FM_016594,TM_042251,0.980694444,comparators=7
FM_107256,TM_019441,0.980686275,comparators=7
FM_120292,TM_050412,0.980666667,comparators=7
FM_048157,TM_038646,0.980666667,comparators=7
FM_046913,TM_020462,0.980666667,comparators=7
FM_119549,TM_052437,0.980666667,comparators=7
FM_053253,TM_056731,0.980641026,comparators=7
FM_043148,TM_061746,0.980606061,comparators=7
FM_083915,TM_052410,0.980555556,comparators=7
FM_134040,TM_033866,0.980555556,comparators=7
FM_179973,TM_062175,0.980555556,comparators=7
FM_130711,TM_020665,0.980555556,comparators=7
FM_169988,TM_029535,0.9805,comparators=7
FM_167958,TM_029332,0.980462963,comparators=7
FM_044865,TM_026991,0.980462963,comparators=7
FM_080220,TM_041593,0.980454545,comparators=7
FM_168749,TM_038740,0.980416667,comparators=7
FM_078987,TM_046592,0.980416667,comparators=7
FM_171039,TM_047845,0.980416667,comparators=7
FM_073707,TM_016339,0.980416667,comparators=7
FM_105792,TM_006963,0.980410256,comparators=7
FM_135365,TM_040448,0.980396825,comparators=7
FM_043219,TM_009999,0.980386905,comparators=7
FM_043139,TM_022652,0.980386905,comparators=7
FM_003122,TM_014503,0.980350877,comparators=7
FM_106766,TM_018967,0.980238095,comparators=7
FM_110461,TM_037472,0.980238095,comparators=7
FM_156561,TM_064055,0.980199275,comparators=7
FM_031423,TM_042842,0.980185185,comparators=7
FM_108466,TM_052388,0.980166667,comparators=7
FM_042833,TM_011702,0.980166667,comparators=7
FM_043701,TM_038816,0.980154062,comparators=7
FM_043558,TM_041134,0.980154062,comparators=7
